task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
2167,83,Supervised Data Stream Classification,271,0.889772,meta.LeveragingBag,meta
2156,99,Supervised Data Stream Classification,260,0.723769,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2168,84,Supervised Data Stream Classification,272,0.924861,meta.OzaBag,meta
2166,96,Supervised Data Stream Classification,270,0.091383,functions.NoChange,functions
2156,79,Supervised Data Stream Classification,260,0.597689,functions.SGD,functions
2155,78,Supervised Data Stream Classification,259,0.790005,bayes.NaiveBayes,Bayes
2152,83,Supervised Data Stream Classification,256,0.67543,meta.LeveragingBag,meta
2155,99,Supervised Data Stream Classification,259,0.893888,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2159,79,Supervised Data Stream Classification,263,0.468498,functions.SGD,functions
2157,108,Supervised Data Stream Classification,261,0.79231,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2160,106,Supervised Data Stream Classification,264,0.467462,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2163,79,Supervised Data Stream Classification,267,0.782583,functions.SGD,functions
2158,81,Supervised Data Stream Classification,262,0.706807,lazy.kNN,Lazy
2168,92,Supervised Data Stream Classification,272,0.920899,trees.ASHoeffdingTree,trees
2166,78,Supervised Data Stream Classification,270,0.36995,bayes.NaiveBayes,Bayes
2159,86,Supervised Data Stream Classification,263,0.984561,meta.OzaBoost,meta
2155,85,Supervised Data Stream Classification,259,0.904188,meta.OzaBagAdwin,meta
2157,79,Supervised Data Stream Classification,261,0.180562,functions.SGD,functions
2164,83,Supervised Data Stream Classification,268,0.708116,meta.LeveragingBag,meta
2157,105,Supervised Data Stream Classification,261,0.762389,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2154,81,Supervised Data Stream Classification,258,0.859896,lazy.kNN,Lazy
2168,99,Supervised Data Stream Classification,272,0.885556,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2163,92,Supervised Data Stream Classification,267,0.879964,trees.ASHoeffdingTree,trees
2164,101,Supervised Data Stream Classification,268,0.575,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2162,94,Supervised Data Stream Classification,266,0.880848,trees.HoeffdingAdaptiveTree,trees
2166,81,Supervised Data Stream Classification,270,0.356782,lazy.kNN,Lazy
2166,108,Supervised Data Stream Classification,270,0.320998,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2157,96,Supervised Data Stream Classification,261,0.099721,functions.NoChange,functions
2156,105,Supervised Data Stream Classification,260,0.764961,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2162,79,Supervised Data Stream Classification,266,0.738838,functions.SGD,functions
2157,98,Supervised Data Stream Classification,261,0.175188,functions.SPegasos,functions
2166,79,Supervised Data Stream Classification,270,0.090928,functions.SGD,functions
2155,105,Supervised Data Stream Classification,259,0.517533,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2162,82,Supervised Data Stream Classification,266,0.848563,meta.LeveragingBag -l lazy.kNN,meta
2168,98,Supervised Data Stream Classification,272,0.567483,functions.SPegasos,functions
2166,92,Supervised Data Stream Classification,270,0.696342,trees.ASHoeffdingTree,trees
2166,103,Supervised Data Stream Classification,270,0.17302,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2168,97,Supervised Data Stream Classification,272,0.396503,functions.MajorityClass,functions
2155,92,Supervised Data Stream Classification,259,0.90283,trees.ASHoeffdingTree,trees
2164,99,Supervised Data Stream Classification,268,0.555238,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2164,98,Supervised Data Stream Classification,268,0.254867,functions.SPegasos,functions
2158,98,Supervised Data Stream Classification,262,0.511946,functions.SPegasos,functions
2163,81,Supervised Data Stream Classification,267,0.844843,lazy.kNN,Lazy
2167,97,Supervised Data Stream Classification,271,0.338333,functions.MajorityClass,functions
2164,94,Supervised Data Stream Classification,268,0.65413,trees.HoeffdingAdaptiveTree,trees
2162,91,Supervised Data Stream Classification,266,0.759877,rules.RuleClassifier,rules
2158,90,Supervised Data Stream Classification,262,0.421938,rules.Perceptron,rules
2157,90,Supervised Data Stream Classification,261,0.104046,rules.Perceptron,rules
2164,103,Supervised Data Stream Classification,268,0.413895,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2165,90,Supervised Data Stream Classification,269,0.207817,rules.Perceptron,rules
2165,99,Supervised Data Stream Classification,269,0.87983,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2167,87,Supervised Data Stream Classification,271,0.81975,meta.OzaBoostAdwin,meta
2154,91,Supervised Data Stream Classification,258,0.809026,rules.RuleClassifier,rules
2165,80,Supervised Data Stream Classification,269,0.915204,trees.HoeffdingTree,trees
2164,105,Supervised Data Stream Classification,268,0.461949,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2162,87,Supervised Data Stream Classification,266,0.849745,meta.OzaBoostAdwin,meta
2167,95,Supervised Data Stream Classification,271,0.762755,trees.RandomHoeffdingTree,trees
2166,99,Supervised Data Stream Classification,270,0.348921,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2159,94,Supervised Data Stream Classification,263,0.973154,trees.HoeffdingAdaptiveTree,trees
2159,84,Supervised Data Stream Classification,263,0.984602,meta.OzaBag,meta
2166,98,Supervised Data Stream Classification,270,0.101953,functions.SPegasos,functions
2164,80,Supervised Data Stream Classification,268,0.660355,trees.HoeffdingTree,trees
2167,101,Supervised Data Stream Classification,271,0.746892,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2166,90,Supervised Data Stream Classification,270,0.091003,rules.Perceptron,rules
2155,103,Supervised Data Stream Classification,259,0.89105,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2162,86,Supervised Data Stream Classification,266,0.882193,meta.OzaBoost,meta
2165,87,Supervised Data Stream Classification,269,0.883578,meta.OzaBoostAdwin,meta
2154,80,Supervised Data Stream Classification,258,0.877788,trees.HoeffdingTree,trees
2156,90,Supervised Data Stream Classification,260,0.699774,rules.Perceptron,rules
2164,108,Supervised Data Stream Classification,268,0.56413,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2163,94,Supervised Data Stream Classification,267,0.880731,trees.HoeffdingAdaptiveTree,trees
2154,99,Supervised Data Stream Classification,258,0.865372,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2156,84,Supervised Data Stream Classification,260,0.782294,meta.OzaBag,meta
2154,85,Supervised Data Stream Classification,258,0.883238,meta.OzaBagAdwin,meta
2162,84,Supervised Data Stream Classification,266,0.882,meta.OzaBag,meta
2165,86,Supervised Data Stream Classification,269,0.92274,meta.OzaBoost,meta
2163,108,Supervised Data Stream Classification,267,0.875014,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2159,81,Supervised Data Stream Classification,263,0.96352,lazy.kNN,Lazy
2164,84,Supervised Data Stream Classification,268,0.679646,meta.OzaBag,meta
2157,85,Supervised Data Stream Classification,261,0.838206,meta.OzaBagAdwin,meta
2167,86,Supervised Data Stream Classification,271,0.880206,meta.OzaBoost,meta
2164,90,Supervised Data Stream Classification,268,0.250735,rules.Perceptron,rules
2155,95,Supervised Data Stream Classification,259,0.898972,trees.RandomHoeffdingTree,trees
2166,83,Supervised Data Stream Classification,270,0.568016,meta.LeveragingBag,meta
2159,108,Supervised Data Stream Classification,263,0.972812,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2155,87,Supervised Data Stream Classification,259,0.905607,meta.OzaBoostAdwin,meta
2162,80,Supervised Data Stream Classification,266,0.879734,trees.HoeffdingTree,trees
2160,96,Supervised Data Stream Classification,264,0.502071,functions.NoChange,functions
2162,105,Supervised Data Stream Classification,266,0.866731,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2162,81,Supervised Data Stream Classification,266,0.848094,lazy.kNN,Lazy
2166,101,Supervised Data Stream Classification,270,0.290235,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2165,98,Supervised Data Stream Classification,269,0.729986,functions.SPegasos,functions
2156,85,Supervised Data Stream Classification,260,0.782544,meta.OzaBagAdwin,meta
2168,79,Supervised Data Stream Classification,272,0.585602,functions.SGD,functions
2157,95,Supervised Data Stream Classification,261,0.657935,trees.RandomHoeffdingTree,trees
2165,96,Supervised Data Stream Classification,269,0.671005,functions.NoChange,functions
2157,94,Supervised Data Stream Classification,261,0.816653,trees.HoeffdingAdaptiveTree,trees
2165,85,Supervised Data Stream Classification,269,0.920158,meta.OzaBagAdwin,meta
2156,108,Supervised Data Stream Classification,260,0.769405,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2166,82,Supervised Data Stream Classification,270,0.356905,meta.LeveragingBag -l lazy.kNN,meta
2158,80,Supervised Data Stream Classification,262,0.678892,trees.HoeffdingTree,trees
2162,83,Supervised Data Stream Classification,266,0.88888,meta.LeveragingBag,meta
2154,86,Supervised Data Stream Classification,258,0.877009,meta.OzaBoost,meta
2155,96,Supervised Data Stream Classification,259,0.810723,functions.NoChange,functions
2157,91,Supervised Data Stream Classification,261,0.516222,rules.RuleClassifier,rules
2154,92,Supervised Data Stream Classification,258,0.877788,trees.ASHoeffdingTree,trees
2154,84,Supervised Data Stream Classification,258,0.883238,meta.OzaBag,meta
2156,97,Supervised Data Stream Classification,260,0.699771,functions.MajorityClass,functions
2159,92,Supervised Data Stream Classification,263,0.978276,trees.ASHoeffdingTree,trees
2159,106,Supervised Data Stream Classification,263,0.304589,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2166,94,Supervised Data Stream Classification,270,0.692889,trees.HoeffdingAdaptiveTree,trees
2158,85,Supervised Data Stream Classification,262,0.776568,meta.OzaBagAdwin,meta
2167,96,Supervised Data Stream Classification,271,0.333765,functions.NoChange,functions
2154,94,Supervised Data Stream Classification,258,0.878978,trees.HoeffdingAdaptiveTree,trees
2165,94,Supervised Data Stream Classification,269,0.913959,trees.HoeffdingAdaptiveTree,trees
2165,95,Supervised Data Stream Classification,269,0.884415,trees.RandomHoeffdingTree,trees
2163,105,Supervised Data Stream Classification,267,0.864041,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2164,93,Supervised Data Stream Classification,268,0.250735,trees.FIMTDD,trees
2157,87,Supervised Data Stream Classification,261,0.858646,meta.OzaBoostAdwin,meta
2160,94,Supervised Data Stream Classification,264,0.797949,trees.HoeffdingAdaptiveTree,trees
2164,91,Supervised Data Stream Classification,268,0.441562,rules.RuleClassifier,rules
2160,79,Supervised Data Stream Classification,264,0.724903,functions.SGD,functions
2160,81,Supervised Data Stream Classification,264,0.745263,lazy.kNN,Lazy
2162,103,Supervised Data Stream Classification,266,0.757223,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2158,79,Supervised Data Stream Classification,262,0.53477,functions.SGD,functions
2158,108,Supervised Data Stream Classification,262,0.769498,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2168,105,Supervised Data Stream Classification,272,0.918638,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2167,79,Supervised Data Stream Classification,271,0.56881,functions.SGD,functions
2156,92,Supervised Data Stream Classification,260,0.776996,trees.ASHoeffdingTree,trees
2164,82,Supervised Data Stream Classification,268,0.567496,meta.LeveragingBag -l lazy.kNN,meta
2166,91,Supervised Data Stream Classification,270,0.171184,rules.RuleClassifier,rules
2168,85,Supervised Data Stream Classification,272,0.924968,meta.OzaBagAdwin,meta
2165,78,Supervised Data Stream Classification,269,0.876983,bayes.NaiveBayes,Bayes
2164,86,Supervised Data Stream Classification,268,0.674868,meta.OzaBoost,meta
2154,97,Supervised Data Stream Classification,258,0.554006,functions.MajorityClass,functions
2166,85,Supervised Data Stream Classification,270,0.710735,meta.OzaBagAdwin,meta
2168,96,Supervised Data Stream Classification,272,0.233873,functions.NoChange,functions
2164,79,Supervised Data Stream Classification,268,0.254707,functions.SGD,functions
2162,92,Supervised Data Stream Classification,266,0.879734,trees.ASHoeffdingTree,trees
2156,91,Supervised Data Stream Classification,260,0.717526,rules.RuleClassifier,rules
2155,81,Supervised Data Stream Classification,259,0.901218,lazy.kNN,Lazy
2154,106,Supervised Data Stream Classification,258,0.445992,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2158,101,Supervised Data Stream Classification,262,0.698365,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2167,108,Supervised Data Stream Classification,271,0.872725,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2156,81,Supervised Data Stream Classification,260,0.728744,lazy.kNN,Lazy
2158,105,Supervised Data Stream Classification,262,0.781063,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2159,91,Supervised Data Stream Classification,263,0.742728,rules.RuleClassifier,rules
2162,78,Supervised Data Stream Classification,266,0.868016,bayes.NaiveBayes,Bayes
2155,93,Supervised Data Stream Classification,259,0.898149,trees.FIMTDD,trees
2167,80,Supervised Data Stream Classification,271,0.872514,trees.HoeffdingTree,trees
2154,90,Supervised Data Stream Classification,258,0.445992,rules.Perceptron,rules
2163,80,Supervised Data Stream Classification,267,0.879964,trees.HoeffdingTree,trees
2168,94,Supervised Data Stream Classification,272,0.916371,trees.HoeffdingAdaptiveTree,trees
2154,87,Supervised Data Stream Classification,258,0.858516,meta.OzaBoostAdwin,meta
2160,108,Supervised Data Stream Classification,264,0.787467,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2166,87,Supervised Data Stream Classification,270,0.697271,meta.OzaBoostAdwin,meta
2168,90,Supervised Data Stream Classification,272,0.396504,rules.Perceptron,rules
2163,82,Supervised Data Stream Classification,267,0.845303,meta.LeveragingBag -l lazy.kNN,meta
2163,78,Supervised Data Stream Classification,267,0.866734,bayes.NaiveBayes,Bayes
2163,95,Supervised Data Stream Classification,267,0.843946,trees.RandomHoeffdingTree,trees
2165,97,Supervised Data Stream Classification,269,0.792182,functions.MajorityClass,functions
2155,86,Supervised Data Stream Classification,259,0.906349,meta.OzaBoost,meta
2164,92,Supervised Data Stream Classification,268,0.660355,trees.ASHoeffdingTree,trees
2160,84,Supervised Data Stream Classification,264,0.823779,meta.OzaBag,meta
2165,79,Supervised Data Stream Classification,269,0.836625,functions.SGD,functions
2158,92,Supervised Data Stream Classification,262,0.678892,trees.ASHoeffdingTree,trees
2165,106,Supervised Data Stream Classification,269,0.207817,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2156,94,Supervised Data Stream Classification,260,0.775386,trees.HoeffdingAdaptiveTree,trees
2165,84,Supervised Data Stream Classification,269,0.920201,meta.OzaBag,meta
2163,87,Supervised Data Stream Classification,267,0.85263,meta.OzaBoostAdwin,meta
2159,83,Supervised Data Stream Classification,263,0.98533,meta.LeveragingBag,meta
2165,103,Supervised Data Stream Classification,269,0.839735,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2157,84,Supervised Data Stream Classification,261,0.835515,meta.OzaBag,meta
2166,93,Supervised Data Stream Classification,270,0.091003,trees.FIMTDD,trees
2163,86,Supervised Data Stream Classification,267,0.883463,meta.OzaBoost,meta
2167,84,Supervised Data Stream Classification,271,0.886936,meta.OzaBag,meta
2156,83,Supervised Data Stream Classification,260,0.783779,meta.LeveragingBag,meta
2163,96,Supervised Data Stream Classification,267,0.506399,functions.NoChange,functions
2155,84,Supervised Data Stream Classification,259,0.904188,meta.OzaBag,meta
2168,86,Supervised Data Stream Classification,272,0.924854,meta.OzaBoost,meta
2167,99,Supervised Data Stream Classification,271,0.742822,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2164,78,Supervised Data Stream Classification,268,0.483427,bayes.NaiveBayes,Bayes
2160,95,Supervised Data Stream Classification,264,0.755389,trees.RandomHoeffdingTree,trees
2158,96,Supervised Data Stream Classification,262,0.511949,functions.NoChange,functions
2156,101,Supervised Data Stream Classification,260,0.72482,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2164,81,Supervised Data Stream Classification,268,0.566263,lazy.kNN,Lazy
2156,96,Supervised Data Stream Classification,260,0.579756,functions.NoChange,functions
2168,95,Supervised Data Stream Classification,272,0.881986,trees.RandomHoeffdingTree,trees
2159,82,Supervised Data Stream Classification,263,0.963828,meta.LeveragingBag -l lazy.kNN,meta
2164,106,Supervised Data Stream Classification,268,0.250735,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2168,78,Supervised Data Stream Classification,272,0.928336,bayes.NaiveBayes,Bayes
2156,87,Supervised Data Stream Classification,260,0.705427,meta.OzaBoostAdwin,meta
2175,94,Supervised Data Stream Classification,7,0.292035,trees.HoeffdingAdaptiveTree,trees
2170,101,Supervised Data Stream Classification,2,0.008909,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2226,91,Supervised Data Stream Classification,60,0.3336,rules.RuleClassifier,rules
2248,94,Supervised Data Stream Classification,184,0.927003,trees.HoeffdingAdaptiveTree,trees
2222,96,Supervised Data Stream Classification,55,0.651613,functions.NoChange,functions
2200,86,Supervised Data Stream Classification,32,0.892831,meta.OzaBoost,meta
2249,84,Supervised Data Stream Classification,185,0.905224,meta.OzaBag,meta
2197,106,Supervised Data Stream Classification,29,0.444928,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2199,82,Supervised Data Stream Classification,31,0.715,meta.LeveragingBag -l lazy.kNN,meta
2190,101,Supervised Data Stream Classification,22,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2176,87,Supervised Data Stream Classification,8,0.626087,meta.OzaBoostAdwin,meta
2174,94,Supervised Data Stream Classification,6,0.6305,trees.HoeffdingAdaptiveTree,trees
2171,93,Supervised Data Stream Classification,3,0.522215,trees.FIMTDD,trees
2221,93,Supervised Data Stream Classification,54,0.250591,trees.FIMTDD,trees
2224,91,Supervised Data Stream Classification,58,0.075758,rules.RuleClassifier,rules
2210,106,Supervised Data Stream Classification,43,0.735294,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2227,81,Supervised Data Stream Classification,61,0.82,lazy.kNN,Lazy
2230,93,Supervised Data Stream Classification,163,0.28125,trees.FIMTDD,trees
2215,93,Supervised Data Stream Classification,48,0.324503,trees.FIMTDD,trees
2177,103,Supervised Data Stream Classification,9,0,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2192,81,Supervised Data Stream Classification,24,0.990153,lazy.kNN,Lazy
2179,91,Supervised Data Stream Classification,11,0.4576,rules.RuleClassifier,rules
2233,81,Supervised Data Stream Classification,166,0.5,lazy.kNN,Lazy
2194,101,Supervised Data Stream Classification,26,0.590818,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2194,108,Supervised Data Stream Classification,26,0.587963,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2199,97,Supervised Data Stream Classification,31,0.7,functions.MajorityClass,functions
2252,82,Supervised Data Stream Classification,251,0.972946,meta.LeveragingBag -l lazy.kNN,meta
2218,81,Supervised Data Stream Classification,51,0.840136,lazy.kNN,Lazy
2230,101,Supervised Data Stream Classification,163,0.28125,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2214,82,Supervised Data Stream Classification,47,0.484848,meta.LeveragingBag -l lazy.kNN,meta
2206,95,Supervised Data Stream Classification,39,0.607143,trees.RandomHoeffdingTree,trees
2240,92,Supervised Data Stream Classification,173,0.972136,trees.ASHoeffdingTree,trees
2245,97,Supervised Data Stream Classification,181,0.306604,functions.MajorityClass,functions
2252,96,Supervised Data Stream Classification,251,0.549637,functions.NoChange,functions
2247,86,Supervised Data Stream Classification,183,0.000239,meta.OzaBoost,meta
2226,79,Supervised Data Stream Classification,60,0.4036,functions.SGD,functions
2225,96,Supervised Data Stream Classification,59,0.279202,functions.NoChange,functions
2220,98,Supervised Data Stream Classification,53,0.492593,functions.SPegasos,functions
2191,103,Supervised Data Stream Classification,23,0.429735,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2191,90,Supervised Data Stream Classification,23,0.42702,rules.Perceptron,rules
2240,82,Supervised Data Stream Classification,173,0.978328,meta.LeveragingBag -l lazy.kNN,meta
2184,105,Supervised Data Stream Classification,16,0.1,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2179,108,Supervised Data Stream Classification,11,0.4608,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2204,108,Supervised Data Stream Classification,36,0.574459,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2205,86,Supervised Data Stream Classification,37,0.723958,meta.OzaBoost,meta
2190,82,Supervised Data Stream Classification,22,0.8195,meta.LeveragingBag -l lazy.kNN,meta
2195,90,Supervised Data Stream Classification,27,0.630435,rules.Perceptron,rules
2210,105,Supervised Data Stream Classification,43,0.735294,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2178,90,Supervised Data Stream Classification,10,0.013514,rules.Perceptron,rules
2240,96,Supervised Data Stream Classification,173,0.956656,functions.NoChange,functions
2176,103,Supervised Data Stream Classification,8,0.42029,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2221,80,Supervised Data Stream Classification,54,0.413712,trees.HoeffdingTree,trees
2182,85,Supervised Data Stream Classification,14,0.815,meta.OzaBagAdwin,meta
2186,99,Supervised Data Stream Classification,18,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2174,80,Supervised Data Stream Classification,6,0.63455,trees.HoeffdingTree,trees
2201,91,Supervised Data Stream Classification,33,0.575926,rules.RuleClassifier,rules
2163,106,Supervised Data Stream Classification,267,0.555946,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2226,101,Supervised Data Stream Classification,60,0.666,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2225,91,Supervised Data Stream Classification,59,0.501425,rules.RuleClassifier,rules
2201,87,Supervised Data Stream Classification,33,0.685185,meta.OzaBoostAdwin,meta
2176,101,Supervised Data Stream Classification,8,0.42029,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2213,103,Supervised Data Stream Classification,46,0.240439,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2197,90,Supervised Data Stream Classification,29,0.444928,rules.Perceptron,rules
2251,94,Supervised Data Stream Classification,188,0.513587,trees.HoeffdingAdaptiveTree,trees
2247,79,Supervised Data Stream Classification,183,0.000239,functions.SGD,functions
2199,93,Supervised Data Stream Classification,31,0.7,trees.FIMTDD,trees
2184,93,Supervised Data Stream Classification,16,0.1,trees.FIMTDD,trees
2213,84,Supervised Data Stream Classification,46,0.661129,meta.OzaBag,meta
2241,79,Supervised Data Stream Classification,174,0.99531,functions.SGD,functions
2186,101,Supervised Data Stream Classification,18,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2245,98,Supervised Data Stream Classification,181,0.429245,functions.SPegasos,functions
2195,78,Supervised Data Stream Classification,27,0.766304,bayes.NaiveBayes,Bayes
2229,82,Supervised Data Stream Classification,137,0.748108,meta.LeveragingBag -l lazy.kNN,meta
2232,108,Supervised Data Stream Classification,165,0.5,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2173,97,Supervised Data Stream Classification,5,0.539823,functions.MajorityClass,functions
2252,84,Supervised Data Stream Classification,251,0.976172,meta.OzaBag,meta
2237,79,Supervised Data Stream Classification,170,0.418033,functions.SGD,functions
2225,98,Supervised Data Stream Classification,59,0.569801,functions.SPegasos,functions
2245,99,Supervised Data Stream Classification,181,0.371968,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2240,103,Supervised Data Stream Classification,173,0.978328,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2224,93,Supervised Data Stream Classification,58,0.090909,trees.FIMTDD,trees
2212,87,Supervised Data Stream Classification,45,0.785714,meta.OzaBoostAdwin,meta
2198,103,Supervised Data Stream Classification,30,0.913576,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2183,103,Supervised Data Stream Classification,15,0.655222,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2195,98,Supervised Data Stream Classification,27,0.51087,functions.SPegasos,functions
2167,105,Supervised Data Stream Classification,271,0.841994,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
