task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
2220,105,Supervised Data Stream Classification,53,0.555556,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2216,90,Supervised Data Stream Classification,49,0.544554,rules.Perceptron,rules
2228,99,Supervised Data Stream Classification,62,0.405941,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2234,108,Supervised Data Stream Classification,167,0.5,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2189,108,Supervised Data Stream Classification,21,0.710069,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2237,78,Supervised Data Stream Classification,170,0.45082,bayes.NaiveBayes,Bayes
2200,94,Supervised Data Stream Classification,32,0.882915,trees.HoeffdingAdaptiveTree,trees
2172,98,Supervised Data Stream Classification,4,0.736842,functions.SPegasos,functions
2236,101,Supervised Data Stream Classification,169,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2172,81,Supervised Data Stream Classification,4,0.807018,lazy.kNN,Lazy
2234,103,Supervised Data Stream Classification,167,0.5,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2232,91,Supervised Data Stream Classification,165,0.5,rules.RuleClassifier,rules
2193,81,Supervised Data Stream Classification,25,0.625,lazy.kNN,Lazy
2250,108,Supervised Data Stream Classification,186,0.771845,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2172,78,Supervised Data Stream Classification,4,0.719298,bayes.NaiveBayes,Bayes
2172,96,Supervised Data Stream Classification,4,0.736842,functions.NoChange,functions
2223,93,Supervised Data Stream Classification,56,0.613793,trees.FIMTDD,trees
2212,86,Supervised Data Stream Classification,45,0.785714,meta.OzaBoost,meta
2203,84,Supervised Data Stream Classification,35,0.885246,meta.OzaBag,meta
2189,105,Supervised Data Stream Classification,21,0.76794,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2250,87,Supervised Data Stream Classification,186,0.849515,meta.OzaBoostAdwin,meta
2196,92,Supervised Data Stream Classification,28,0.881317,trees.ASHoeffdingTree,trees
2196,91,Supervised Data Stream Classification,28,0.180961,rules.RuleClassifier,rules
2212,80,Supervised Data Stream Classification,45,0.607143,trees.HoeffdingTree,trees
2183,92,Supervised Data Stream Classification,15,0.958512,trees.ASHoeffdingTree,trees
2240,78,Supervised Data Stream Classification,173,0.910217,bayes.NaiveBayes,Bayes
2227,96,Supervised Data Stream Classification,61,0.986667,functions.NoChange,functions
2216,97,Supervised Data Stream Classification,49,0.541254,functions.MajorityClass,functions
2172,83,Supervised Data Stream Classification,4,0.719298,meta.LeveragingBag,meta
2230,85,Supervised Data Stream Classification,163,0.65625,meta.OzaBagAdwin,meta
2206,99,Supervised Data Stream Classification,39,0.425595,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2240,79,Supervised Data Stream Classification,173,0.978328,functions.SGD,functions
2197,86,Supervised Data Stream Classification,29,0.884058,meta.OzaBoost,meta
2220,84,Supervised Data Stream Classification,53,0.796296,meta.OzaBag,meta
2250,92,Supervised Data Stream Classification,186,0.798544,trees.ASHoeffdingTree,trees
2228,94,Supervised Data Stream Classification,62,0.871287,trees.HoeffdingAdaptiveTree,trees
2209,80,Supervised Data Stream Classification,42,0.896047,trees.HoeffdingTree,trees
2189,93,Supervised Data Stream Classification,21,0.700231,trees.FIMTDD,trees
2171,80,Supervised Data Stream Classification,3,0.964018,trees.HoeffdingTree,trees
2217,84,Supervised Data Stream Classification,50,0.720251,meta.OzaBag,meta
2193,80,Supervised Data Stream Classification,25,0.638587,trees.HoeffdingTree,trees
2177,79,Supervised Data Stream Classification,9,0.014634,functions.SGD,functions
2236,96,Supervised Data Stream Classification,169,0.002315,functions.NoChange,functions
2243,84,Supervised Data Stream Classification,176,0.675,meta.OzaBag,meta
2189,80,Supervised Data Stream Classification,21,0.820023,trees.HoeffdingTree,trees
2220,85,Supervised Data Stream Classification,53,0.796296,meta.OzaBagAdwin,meta
2172,91,Supervised Data Stream Classification,4,0.631579,rules.RuleClassifier,rules
2218,83,Supervised Data Stream Classification,51,0.877551,meta.LeveragingBag,meta
2199,81,Supervised Data Stream Classification,31,0.715,lazy.kNN,Lazy
2207,101,Supervised Data Stream Classification,40,0.466346,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2191,105,Supervised Data Stream Classification,23,0.437882,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2250,91,Supervised Data Stream Classification,186,0.771845,rules.RuleClassifier,rules
2212,101,Supervised Data Stream Classification,45,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2236,97,Supervised Data Stream Classification,169,0.5,functions.MajorityClass,functions
2214,98,Supervised Data Stream Classification,47,0.424242,functions.SPegasos,functions
2193,97,Supervised Data Stream Classification,25,0.663043,functions.MajorityClass,functions
2228,103,Supervised Data Stream Classification,62,0.405941,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2236,78,Supervised Data Stream Classification,169,0.5,bayes.NaiveBayes,Bayes
2217,99,Supervised Data Stream Classification,50,0.346555,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2193,82,Supervised Data Stream Classification,25,0.622283,meta.LeveragingBag -l lazy.kNN,meta
2176,91,Supervised Data Stream Classification,8,0.556522,rules.RuleClassifier,rules
2209,86,Supervised Data Stream Classification,42,0.868228,meta.OzaBoost,meta
2172,99,Supervised Data Stream Classification,4,0.350877,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2230,84,Supervised Data Stream Classification,163,0.65625,meta.OzaBag,meta
2234,90,Supervised Data Stream Classification,167,0.5,rules.Perceptron,rules
2237,103,Supervised Data Stream Classification,170,0.483607,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2193,87,Supervised Data Stream Classification,25,0.706522,meta.OzaBoostAdwin,meta
2245,86,Supervised Data Stream Classification,181,0.498652,meta.OzaBoost,meta
2250,97,Supervised Data Stream Classification,186,0.771845,functions.MajorityClass,functions
2245,92,Supervised Data Stream Classification,181,0.466981,trees.ASHoeffdingTree,trees
2189,82,Supervised Data Stream Classification,21,0.788773,meta.LeveragingBag -l lazy.kNN,meta
2173,101,Supervised Data Stream Classification,5,0.542035,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2192,79,Supervised Data Stream Classification,24,0.864106,functions.SGD,functions
2196,103,Supervised Data Stream Classification,28,0.226157,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2236,90,Supervised Data Stream Classification,169,0.5,rules.Perceptron,rules
2192,86,Supervised Data Stream Classification,24,0.996677,meta.OzaBoost,meta
2245,108,Supervised Data Stream Classification,181,0.365229,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2214,94,Supervised Data Stream Classification,47,0.560606,trees.HoeffdingAdaptiveTree,trees
2234,93,Supervised Data Stream Classification,167,0.5,trees.FIMTDD,trees
2172,94,Supervised Data Stream Classification,4,0.614035,trees.HoeffdingAdaptiveTree,trees
2214,97,Supervised Data Stream Classification,47,0.295455,functions.MajorityClass,functions
2212,105,Supervised Data Stream Classification,45,0.5,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2245,91,Supervised Data Stream Classification,181,0.306604,rules.RuleClassifier,rules
2230,87,Supervised Data Stream Classification,163,0.40625,meta.OzaBoostAdwin,meta
2205,103,Supervised Data Stream Classification,37,0.651042,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2214,90,Supervised Data Stream Classification,47,0.386364,rules.Perceptron,rules
2193,106,Supervised Data Stream Classification,25,0.663043,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2226,81,Supervised Data Stream Classification,60,0.7934,lazy.kNN,Lazy
2176,96,Supervised Data Stream Classification,8,0.878261,functions.NoChange,functions
2179,99,Supervised Data Stream Classification,11,0.4608,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2196,97,Supervised Data Stream Classification,28,0.076157,functions.MajorityClass,functions
2207,87,Supervised Data Stream Classification,40,0.865385,meta.OzaBoostAdwin,meta
2249,96,Supervised Data Stream Classification,185,0.829851,functions.NoChange,functions
2186,97,Supervised Data Stream Classification,18,0.1,functions.MajorityClass,functions
2213,92,Supervised Data Stream Classification,46,0.966771,trees.ASHoeffdingTree,trees
2216,91,Supervised Data Stream Classification,49,0.541254,rules.RuleClassifier,rules
2197,96,Supervised Data Stream Classification,29,0.978261,functions.NoChange,functions
2191,96,Supervised Data Stream Classification,23,0.996606,functions.NoChange,functions
2243,86,Supervised Data Stream Classification,176,0.6875,meta.OzaBoost,meta
2171,106,Supervised Data Stream Classification,3,0.522215,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2191,82,Supervised Data Stream Classification,23,0.693822,meta.LeveragingBag -l lazy.kNN,meta
2250,98,Supervised Data Stream Classification,186,0.917476,functions.SPegasos,functions
2196,81,Supervised Data Stream Classification,28,0.953915,lazy.kNN,Lazy
2249,106,Supervised Data Stream Classification,185,0.906716,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2236,87,Supervised Data Stream Classification,169,0.439815,meta.OzaBoostAdwin,meta
2249,103,Supervised Data Stream Classification,185,0.906716,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2214,92,Supervised Data Stream Classification,47,0.613636,trees.ASHoeffdingTree,trees
2193,103,Supervised Data Stream Classification,25,0.663043,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2186,79,Supervised Data Stream Classification,18,0.1995,functions.SGD,functions
2192,87,Supervised Data Stream Classification,24,0.972058,meta.OzaBoostAdwin,meta
2212,91,Supervised Data Stream Classification,45,0.5,rules.RuleClassifier,rules
2192,90,Supervised Data Stream Classification,24,0.517971,rules.Perceptron,rules
2205,91,Supervised Data Stream Classification,37,0.638021,rules.RuleClassifier,rules
2219,87,Supervised Data Stream Classification,52,0.6,meta.OzaBoostAdwin,meta
2245,83,Supervised Data Stream Classification,181,0.498652,meta.LeveragingBag,meta
2179,106,Supervised Data Stream Classification,11,0.4608,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2193,78,Supervised Data Stream Classification,25,0.668478,bayes.NaiveBayes,Bayes
2213,105,Supervised Data Stream Classification,46,0.421003,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2191,78,Supervised Data Stream Classification,23,0.54854,bayes.NaiveBayes,Bayes
2179,96,Supervised Data Stream Classification,11,0.696,functions.NoChange,functions
2191,101,Supervised Data Stream Classification,23,0.453496,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2183,85,Supervised Data Stream Classification,15,0.962804,meta.OzaBagAdwin,meta
2183,106,Supervised Data Stream Classification,15,0.655222,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2186,80,Supervised Data Stream Classification,18,0.7325,trees.HoeffdingTree,trees
2249,82,Supervised Data Stream Classification,185,0.920896,meta.LeveragingBag -l lazy.kNN,meta
2241,99,Supervised Data Stream Classification,174,0.99531,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2175,95,Supervised Data Stream Classification,7,0.261062,trees.RandomHoeffdingTree,trees
2216,96,Supervised Data Stream Classification,49,0.537954,functions.NoChange,functions
2178,80,Supervised Data Stream Classification,10,0.756757,trees.HoeffdingTree,trees
2235,105,Supervised Data Stream Classification,168,0.497041,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2175,106,Supervised Data Stream Classification,7,0.004425,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2186,96,Supervised Data Stream Classification,18,0.9955,functions.NoChange,functions
2240,90,Supervised Data Stream Classification,173,0.978328,rules.Perceptron,rules
2212,97,Supervised Data Stream Classification,45,0.5,functions.MajorityClass,functions
2216,86,Supervised Data Stream Classification,49,0.815182,meta.OzaBoost,meta
2176,84,Supervised Data Stream Classification,8,0.568116,meta.OzaBag,meta
2196,85,Supervised Data Stream Classification,28,0.881317,meta.OzaBagAdwin,meta
2196,87,Supervised Data Stream Classification,28,0.894128,meta.OzaBoostAdwin,meta
2227,87,Supervised Data Stream Classification,61,0.946667,meta.OzaBoostAdwin,meta
2192,97,Supervised Data Stream Classification,24,0.517848,functions.MajorityClass,functions
2234,106,Supervised Data Stream Classification,167,0.5,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2206,86,Supervised Data Stream Classification,39,0.845238,meta.OzaBoost,meta
2186,103,Supervised Data Stream Classification,18,0.1,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2192,83,Supervised Data Stream Classification,24,0.997907,meta.LeveragingBag,meta
2191,108,Supervised Data Stream Classification,23,0.432451,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2243,106,Supervised Data Stream Classification,176,0.675,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2245,87,Supervised Data Stream Classification,181,0.495957,meta.OzaBoostAdwin,meta
2205,81,Supervised Data Stream Classification,37,0.701823,lazy.kNN,Lazy
2245,82,Supervised Data Stream Classification,181,0.561321,meta.LeveragingBag -l lazy.kNN,meta
2175,84,Supervised Data Stream Classification,7,0.584071,meta.OzaBag,meta
2191,86,Supervised Data Stream Classification,23,0.827563,meta.OzaBoost,meta
2206,106,Supervised Data Stream Classification,39,0.425595,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2183,78,Supervised Data Stream Classification,15,0.958512,bayes.NaiveBayes,Bayes
2241,92,Supervised Data Stream Classification,174,0.993433,trees.ASHoeffdingTree,trees
2203,90,Supervised Data Stream Classification,35,0.306011,rules.Perceptron,rules
2177,78,Supervised Data Stream Classification,9,0.487805,bayes.NaiveBayes,Bayes
2191,98,Supervised Data Stream Classification,23,0.577733,functions.SPegasos,functions
2210,84,Supervised Data Stream Classification,43,0.728758,meta.OzaBag,meta
2192,91,Supervised Data Stream Classification,24,0.756401,rules.RuleClassifier,rules
2235,97,Supervised Data Stream Classification,168,0.426036,functions.MajorityClass,functions
2186,106,Supervised Data Stream Classification,18,0.1,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2216,85,Supervised Data Stream Classification,49,0.811881,meta.OzaBagAdwin,meta
2218,90,Supervised Data Stream Classification,51,0.639456,rules.Perceptron,rules
2236,95,Supervised Data Stream Classification,169,0.5,trees.RandomHoeffdingTree,trees
2243,101,Supervised Data Stream Classification,176,0.675,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2241,96,Supervised Data Stream Classification,174,0.990619,functions.NoChange,functions
2213,80,Supervised Data Stream Classification,46,0.966771,trees.HoeffdingTree,trees
2178,95,Supervised Data Stream Classification,10,0.668919,trees.RandomHoeffdingTree,trees
2249,83,Supervised Data Stream Classification,185,0.907463,meta.LeveragingBag,meta
2213,96,Supervised Data Stream Classification,46,0.999373,functions.NoChange,functions
2242,80,Supervised Data Stream Classification,175,0.71123,trees.HoeffdingTree,trees
2214,105,Supervised Data Stream Classification,47,0.386364,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2242,90,Supervised Data Stream Classification,175,0.550802,rules.Perceptron,rules
2237,90,Supervised Data Stream Classification,170,0.483607,rules.Perceptron,rules
2205,92,Supervised Data Stream Classification,37,0.729167,trees.ASHoeffdingTree,trees
2230,92,Supervised Data Stream Classification,163,0.65625,trees.ASHoeffdingTree,trees
