task_id,flow_id,task_type,dataset_id,predictive_accuracy
2248,94,Supervised Data Stream Classification,184,0.927003
2222,96,Supervised Data Stream Classification,55,0.651613
2200,86,Supervised Data Stream Classification,32,0.892831
2249,84,Supervised Data Stream Classification,185,0.905224
2197,106,Supervised Data Stream Classification,29,0.444928
2199,82,Supervised Data Stream Classification,31,0.715
2190,101,Supervised Data Stream Classification,22,0.1
2176,87,Supervised Data Stream Classification,8,0.626087
2174,94,Supervised Data Stream Classification,6,0.6305
2171,93,Supervised Data Stream Classification,3,0.522215
2221,93,Supervised Data Stream Classification,54,0.250591
2224,91,Supervised Data Stream Classification,58,0.075758
2210,106,Supervised Data Stream Classification,43,0.735294
2227,81,Supervised Data Stream Classification,61,0.82
2230,93,Supervised Data Stream Classification,163,0.28125
2215,93,Supervised Data Stream Classification,48,0.324503
2177,103,Supervised Data Stream Classification,9,0
2192,81,Supervised Data Stream Classification,24,0.990153
2179,91,Supervised Data Stream Classification,11,0.4576
2233,81,Supervised Data Stream Classification,166,0.5
2194,101,Supervised Data Stream Classification,26,0.590818
2194,108,Supervised Data Stream Classification,26,0.587963
2199,97,Supervised Data Stream Classification,31,0.7
2252,82,Supervised Data Stream Classification,251,0.972946
2218,81,Supervised Data Stream Classification,51,0.840136
2230,101,Supervised Data Stream Classification,163,0.28125
2214,82,Supervised Data Stream Classification,47,0.484848
2206,95,Supervised Data Stream Classification,39,0.607143
2240,92,Supervised Data Stream Classification,173,0.972136
2245,97,Supervised Data Stream Classification,181,0.306604
2252,96,Supervised Data Stream Classification,251,0.549637
2247,86,Supervised Data Stream Classification,183,0.000239
2226,79,Supervised Data Stream Classification,60,0.4036
2225,96,Supervised Data Stream Classification,59,0.279202
2220,98,Supervised Data Stream Classification,53,0.492593
2191,103,Supervised Data Stream Classification,23,0.429735
2191,90,Supervised Data Stream Classification,23,0.42702
2240,82,Supervised Data Stream Classification,173,0.978328
2184,105,Supervised Data Stream Classification,16,0.1
2179,108,Supervised Data Stream Classification,11,0.4608
2204,108,Supervised Data Stream Classification,36,0.574459
2205,86,Supervised Data Stream Classification,37,0.723958
2190,82,Supervised Data Stream Classification,22,0.8195
2195,90,Supervised Data Stream Classification,27,0.630435
2210,105,Supervised Data Stream Classification,43,0.735294
2178,90,Supervised Data Stream Classification,10,0.013514
2240,96,Supervised Data Stream Classification,173,0.956656
2176,103,Supervised Data Stream Classification,8,0.42029
2221,80,Supervised Data Stream Classification,54,0.413712
2182,85,Supervised Data Stream Classification,14,0.815
2186,99,Supervised Data Stream Classification,18,0.1
2174,80,Supervised Data Stream Classification,6,0.63455
2201,91,Supervised Data Stream Classification,33,0.575926
2163,106,Supervised Data Stream Classification,267,0.555946
2226,101,Supervised Data Stream Classification,60,0.666
2225,91,Supervised Data Stream Classification,59,0.501425
2201,87,Supervised Data Stream Classification,33,0.685185
2176,101,Supervised Data Stream Classification,8,0.42029
2213,103,Supervised Data Stream Classification,46,0.240439
2197,90,Supervised Data Stream Classification,29,0.444928
2251,94,Supervised Data Stream Classification,188,0.513587
2247,79,Supervised Data Stream Classification,183,0.000239
2199,93,Supervised Data Stream Classification,31,0.7
2184,93,Supervised Data Stream Classification,16,0.1
2213,84,Supervised Data Stream Classification,46,0.661129
2241,79,Supervised Data Stream Classification,174,0.99531
2186,101,Supervised Data Stream Classification,18,0.1
2245,98,Supervised Data Stream Classification,181,0.429245
2195,78,Supervised Data Stream Classification,27,0.766304
2229,82,Supervised Data Stream Classification,137,0.748108
2232,108,Supervised Data Stream Classification,165,0.5
2173,97,Supervised Data Stream Classification,5,0.539823
2252,84,Supervised Data Stream Classification,251,0.976172
2237,79,Supervised Data Stream Classification,170,0.418033
2225,98,Supervised Data Stream Classification,59,0.569801
2245,99,Supervised Data Stream Classification,181,0.371968
2240,103,Supervised Data Stream Classification,173,0.978328
2224,93,Supervised Data Stream Classification,58,0.090909
2212,87,Supervised Data Stream Classification,45,0.785714
2198,103,Supervised Data Stream Classification,30,0.913576
2183,103,Supervised Data Stream Classification,15,0.655222
2195,98,Supervised Data Stream Classification,27,0.51087
2167,105,Supervised Data Stream Classification,271,0.841994
2204,84,Supervised Data Stream Classification,36,0.780087
2223,103,Supervised Data Stream Classification,56,0.613793
2249,93,Supervised Data Stream Classification,185,0.906716
2190,91,Supervised Data Stream Classification,22,0.2
2193,86,Supervised Data Stream Classification,25,0.703804
2193,95,Supervised Data Stream Classification,25,0.660326
2217,85,Supervised Data Stream Classification,50,0.862213
2183,105,Supervised Data Stream Classification,15,0.655222
2221,94,Supervised Data Stream Classification,54,0.429078
2190,85,Supervised Data Stream Classification,22,0.8475
2243,91,Supervised Data Stream Classification,176,0.65
2196,99,Supervised Data Stream Classification,28,0.676512
2235,91,Supervised Data Stream Classification,168,0.426036
2225,83,Supervised Data Stream Classification,59,0.854701
2196,86,Supervised Data Stream Classification,28,0.894128
2189,85,Supervised Data Stream Classification,21,0.811343
2239,92,Supervised Data Stream Classification,172,0.933333
2193,85,Supervised Data Stream Classification,25,0.673913
2193,108,Supervised Data Stream Classification,25,0.663043
2184,94,Supervised Data Stream Classification,16,0.9245
2186,81,Supervised Data Stream Classification,18,0.7025
2188,95,Supervised Data Stream Classification,20,0.8185
2193,99,Supervised Data Stream Classification,25,0.663043
2198,79,Supervised Data Stream Classification,30,0.839028
2233,101,Supervised Data Stream Classification,166,0.451613
2218,106,Supervised Data Stream Classification,51,0.639456
2240,97,Supervised Data Stream Classification,173,0.978328
2228,87,Supervised Data Stream Classification,62,0.851485
2172,97,Supervised Data Stream Classification,4,0.631579
2227,94,Supervised Data Stream Classification,61,0.94
2184,97,Supervised Data Stream Classification,16,0.1
2198,83,Supervised Data Stream Classification,30,0.951032
2249,98,Supervised Data Stream Classification,185,0.83209
2248,103,Supervised Data Stream Classification,184,0.099658
2227,99,Supervised Data Stream Classification,61,0.333333
2201,98,Supervised Data Stream Classification,33,0.811111
2175,92,Supervised Data Stream Classification,7,0.424779
2240,83,Supervised Data Stream Classification,173,0.975232
2210,81,Supervised Data Stream Classification,43,0.732026
2234,80,Supervised Data Stream Classification,167,0.511574
2229,97,Supervised Data Stream Classification,137,0.652873
2170,97,Supervised Data Stream Classification,2,0.760579
2212,82,Supervised Data Stream Classification,45,0.642857
2225,87,Supervised Data Stream Classification,59,0.877493
2242,82,Supervised Data Stream Classification,175,0.684492
2180,84,Supervised Data Stream Classification,12,0.111
2215,85,Supervised Data Stream Classification,48,0.443709
2243,108,Supervised Data Stream Classification,176,0.675
2199,103,Supervised Data Stream Classification,31,0.7
2250,90,Supervised Data Stream Classification,186,0.771845
2248,101,Supervised Data Stream Classification,184,0.099658
2232,95,Supervised Data Stream Classification,165,0.5
2219,99,Supervised Data Stream Classification,52,0.5
2221,105,Supervised Data Stream Classification,54,0.250591
2240,93,Supervised Data Stream Classification,173,0.978328
2202,81,Supervised Data Stream Classification,34,0.688889
2171,90,Supervised Data Stream Classification,3,0.522215
2226,108,Supervised Data Stream Classification,60,0.747
2204,93,Supervised Data Stream Classification,36,0.142857
2162,90,Supervised Data Stream Classification,266,0.541436
2156,78,Supervised Data Stream Classification,260,0.766185
2201,82,Supervised Data Stream Classification,33,0.646296
2197,81,Supervised Data Stream Classification,29,0.824638
2229,90,Supervised Data Stream Classification,137,0.347102
2170,86,Supervised Data Stream Classification,2,0.691537
2186,82,Supervised Data Stream Classification,18,0.7995
2243,85,Supervised Data Stream Classification,176,0.675
2194,91,Supervised Data Stream Classification,26,0.81412
2157,82,Supervised Data Stream Classification,261,0.788086
2169,105,Supervised Data Stream Classification,1,0.008909
2218,86,Supervised Data Stream Classification,51,0.962585
2241,85,Supervised Data Stream Classification,174,0.994371
2244,79,Supervised Data Stream Classification,179,0.635641
2170,94,Supervised Data Stream Classification,2,0.261693
2181,78,Supervised Data Stream Classification,13,0.72028
2192,99,Supervised Data Stream Classification,24,0.536928
2184,82,Supervised Data Stream Classification,16,0.8825
2178,103,Supervised Data Stream Classification,10,0.013514
2190,87,Supervised Data Stream Classification,22,0.9205
2251,105,Supervised Data Stream Classification,188,0.244565
2186,90,Supervised Data Stream Classification,18,0.1
2195,85,Supervised Data Stream Classification,27,0.779891
2193,83,Supervised Data Stream Classification,25,0.668478
2211,91,Supervised Data Stream Classification,44,0.785264
2197,91,Supervised Data Stream Classification,29,0.552174
2180,86,Supervised Data Stream Classification,12,0.1985
2192,82,Supervised Data Stream Classification,24,0.990276
2235,80,Supervised Data Stream Classification,168,0.39645
2163,97,Supervised Data Stream Classification,267,0.555934
2227,84,Supervised Data Stream Classification,61,0.933333
2251,87,Supervised Data Stream Classification,188,0.36413
2170,98,Supervised Data Stream Classification,2,0.109131
2211,83,Supervised Data Stream Classification,44,0.994132
2232,101,Supervised Data Stream Classification,165,0.5
2250,106,Supervised Data Stream Classification,186,0.771845
2189,87,Supervised Data Stream Classification,21,0.917245
2242,94,Supervised Data Stream Classification,175,0.695187
2215,92,Supervised Data Stream Classification,48,0.470199
2235,81,Supervised Data Stream Classification,168,0.585799
2247,106,Supervised Data Stream Classification,183,0.000239
2170,83,Supervised Data Stream Classification,2,0.821826
2209,93,Supervised Data Stream Classification,42,0.029283
2214,96,Supervised Data Stream Classification,47,0.371212
2246,83,Supervised Data Stream Classification,182,0.791602
2218,80,Supervised Data Stream Classification,51,0.884354
2206,82,Supervised Data Stream Classification,39,0.785714
2157,83,Supervised Data Stream Classification,261,0.881047
2171,99,Supervised Data Stream Classification,3,0.738736
2229,99,Supervised Data Stream Classification,137,0.715973
2236,108,Supervised Data Stream Classification,169,0.5
2224,86,Supervised Data Stream Classification,58,0.623232
2180,101,Supervised Data Stream Classification,12,0.1
2181,83,Supervised Data Stream Classification,13,0.678322
2215,81,Supervised Data Stream Classification,48,0.496689
2178,96,Supervised Data Stream Classification,10,0.5
2247,92,Supervised Data Stream Classification,183,0.21786
2203,78,Supervised Data Stream Classification,35,0.907104
2217,86,Supervised Data Stream Classification,50,0.340292
2247,78,Supervised Data Stream Classification,183,0.218339
2240,86,Supervised Data Stream Classification,173,0.962848
2182,101,Supervised Data Stream Classification,14,0.1
2170,95,Supervised Data Stream Classification,2,0.820713
2201,83,Supervised Data Stream Classification,33,0.5
2211,93,Supervised Data Stream Classification,44,0.605955
2251,80,Supervised Data Stream Classification,188,0.516304
2193,98,Supervised Data Stream Classification,25,0.51087
2201,94,Supervised Data Stream Classification,33,0.572222
2156,80,Supervised Data Stream Classification,260,0.776996
2212,98,Supervised Data Stream Classification,45,0.392857
2169,101,Supervised Data Stream Classification,1,0.008909
2224,101,Supervised Data Stream Classification,58,0.090909
2172,106,Supervised Data Stream Classification,4,0.350877
2236,85,Supervised Data Stream Classification,169,0.384259
2160,97,Supervised Data Stream Classification,264,0.532534
2215,96,Supervised Data Stream Classification,48,0.92053
2189,95,Supervised Data Stream Classification,21,0.702546
2246,105,Supervised Data Stream Classification,182,0.709331
2192,98,Supervised Data Stream Classification,24,0.895372
2214,85,Supervised Data Stream Classification,47,0.583333
2223,105,Supervised Data Stream Classification,56,0.613793
2179,81,Supervised Data Stream Classification,11,0.8624
2211,78,Supervised Data Stream Classification,44,0.828081
2186,84,Supervised Data Stream Classification,18,0.7325
2247,87,Supervised Data Stream Classification,183,0.001676
2196,101,Supervised Data Stream Classification,28,0.629004
2196,84,Supervised Data Stream Classification,28,0.881317
2179,86,Supervised Data Stream Classification,11,0.7856
2250,85,Supervised Data Stream Classification,186,0.798544
2234,78,Supervised Data Stream Classification,167,0.511574
2212,81,Supervised Data Stream Classification,45,0.642857
2176,95,Supervised Data Stream Classification,8,0.571014
2227,108,Supervised Data Stream Classification,61,0.333333
2240,84,Supervised Data Stream Classification,173,0.972136
2206,81,Supervised Data Stream Classification,39,0.77381
2227,105,Supervised Data Stream Classification,61,0.333333
2236,80,Supervised Data Stream Classification,169,0.5
2216,87,Supervised Data Stream Classification,49,0.818482
2218,96,Supervised Data Stream Classification,51,0.996599
2219,94,Supervised Data Stream Classification,52,0.7
2170,87,Supervised Data Stream Classification,2,0.691537
2215,103,Supervised Data Stream Classification,48,0.324503
2194,106,Supervised Data Stream Classification,26,0.333333
2250,96,Supervised Data Stream Classification,186,0.985437
2195,84,Supervised Data Stream Classification,27,0.779891
2245,80,Supervised Data Stream Classification,181,0.466981
2252,91,Supervised Data Stream Classification,251,0.903495
2228,83,Supervised Data Stream Classification,62,0.524752
2204,85,Supervised Data Stream Classification,36,0.780087
2232,97,Supervised Data Stream Classification,165,0.5
2219,84,Supervised Data Stream Classification,52,0.7
2241,82,Supervised Data Stream Classification,174,0.99531
2227,83,Supervised Data Stream Classification,61,0.933333
2182,92,Supervised Data Stream Classification,14,0.8015
2214,91,Supervised Data Stream Classification,47,0.295455
2172,92,Supervised Data Stream Classification,4,0.701754
2213,94,Supervised Data Stream Classification,46,0.947649
2212,92,Supervised Data Stream Classification,45,0.607143
2194,90,Supervised Data Stream Classification,26,0.333333
2199,79,Supervised Data Stream Classification,31,0.533
2221,85,Supervised Data Stream Classification,54,0.439716
2163,83,Supervised Data Stream Classification,267,0.891734
2220,94,Supervised Data Stream Classification,53,0.818519
2175,80,Supervised Data Stream Classification,7,0.424779
2249,94,Supervised Data Stream Classification,185,0.906716
2229,94,Supervised Data Stream Classification,137,0.730148
2220,78,Supervised Data Stream Classification,53,0.825926
2247,101,Supervised Data Stream Classification,183,0.125209
2209,79,Supervised Data Stream Classification,42,0.032211
2210,96,Supervised Data Stream Classification,43,0.787582
2236,86,Supervised Data Stream Classification,169,0.439815
2236,91,Supervised Data Stream Classification,169,0.5
2248,105,Supervised Data Stream Classification,184,0.082799
2180,99,Supervised Data Stream Classification,12,0.1
2221,78,Supervised Data Stream Classification,54,0.416076
2217,91,Supervised Data Stream Classification,50,0.817328
2244,81,Supervised Data Stream Classification,179,0.819213
2179,92,Supervised Data Stream Classification,11,0.8064
2227,97,Supervised Data Stream Classification,61,0.333333
2217,98,Supervised Data Stream Classification,50,0.652401
2233,106,Supervised Data Stream Classification,166,0.451613
2181,82,Supervised Data Stream Classification,13,0.723776
2227,95,Supervised Data Stream Classification,61,0.906667
2249,91,Supervised Data Stream Classification,185,0.90597
2203,92,Supervised Data Stream Classification,35,0.907104
2203,98,Supervised Data Stream Classification,35,0.265027
2175,82,Supervised Data Stream Classification,7,0.464602
2193,105,Supervised Data Stream Classification,25,0.663043
2252,98,Supervised Data Stream Classification,251,0.959076
2173,96,Supervised Data Stream Classification,5,0.353982
2242,108,Supervised Data Stream Classification,175,0.550802
2250,99,Supervised Data Stream Classification,186,0.771845
2226,85,Supervised Data Stream Classification,60,0.799
2252,81,Supervised Data Stream Classification,251,0.972972
2178,85,Supervised Data Stream Classification,10,0.790541
2177,91,Supervised Data Stream Classification,9,0.297561
2170,81,Supervised Data Stream Classification,2,0.880846
2198,82,Supervised Data Stream Classification,30,0.941166
2233,84,Supervised Data Stream Classification,166,0.483871
2158,103,Supervised Data Stream Classification,262,0.707505
2173,79,Supervised Data Stream Classification,5,0.39823
2190,108,Supervised Data Stream Classification,22,0.1
2201,108,Supervised Data Stream Classification,33,0.422222
2225,85,Supervised Data Stream Classification,59,0.763533
2195,99,Supervised Data Stream Classification,27,0.630435
2237,97,Supervised Data Stream Classification,170,0.393443
2252,105,Supervised Data Stream Classification,251,0.946223
2174,83,Supervised Data Stream Classification,6,0.6346
2241,90,Supervised Data Stream Classification,174,0.99531
2237,95,Supervised Data Stream Classification,170,0.5
2246,101,Supervised Data Stream Classification,182,0.727216
2233,96,Supervised Data Stream Classification,166,0.41129
2241,106,Supervised Data Stream Classification,174,0.99531
2229,92,Supervised Data Stream Classification,137,0.73152
2219,108,Supervised Data Stream Classification,52,0.5
2213,99,Supervised Data Stream Classification,46,0.389342
2216,108,Supervised Data Stream Classification,49,0.544554
2223,81,Supervised Data Stream Classification,56,0.901149
2171,108,Supervised Data Stream Classification,3,0.614205
2237,98,Supervised Data Stream Classification,170,0.401639
2193,79,Supervised Data Stream Classification,25,0.619565
2239,90,Supervised Data Stream Classification,172,0.933333
2225,103,Supervised Data Stream Classification,59,0.358974
2214,106,Supervised Data Stream Classification,47,0.386364
2239,108,Supervised Data Stream Classification,172,0.933333
2250,103,Supervised Data Stream Classification,186,0.771845
2232,99,Supervised Data Stream Classification,165,0.5
2214,95,Supervised Data Stream Classification,47,0.462121
2199,106,Supervised Data Stream Classification,31,0.7
2234,99,Supervised Data Stream Classification,167,0.5
2201,79,Supervised Data Stream Classification,33,0.8
2224,97,Supervised Data Stream Classification,58,0.090909
2162,98,Supervised Data Stream Classification,266,0.593348
2212,93,Supervised Data Stream Classification,45,0.5
2169,91,Supervised Data Stream Classification,1,0.760579
2251,92,Supervised Data Stream Classification,188,0.516304
2220,103,Supervised Data Stream Classification,53,0.555556
2195,97,Supervised Data Stream Classification,27,0.619565
2225,105,Supervised Data Stream Classification,59,0.358974
2240,81,Supervised Data Stream Classification,173,0.978328
2224,84,Supervised Data Stream Classification,58,0.566667
2203,85,Supervised Data Stream Classification,35,0.885246
2223,79,Supervised Data Stream Classification,56,0.848276
2172,101,Supervised Data Stream Classification,4,0.350877
2226,82,Supervised Data Stream Classification,60,0.7934
2189,92,Supervised Data Stream Classification,21,0.820023
2174,95,Supervised Data Stream Classification,6,0.253
2194,105,Supervised Data Stream Classification,26,0.517515
2192,93,Supervised Data Stream Classification,24,0.517971
2158,99,Supervised Data Stream Classification,262,0.577888
2235,95,Supervised Data Stream Classification,168,0.420118
2167,85,Supervised Data Stream Classification,271,0.886759
2169,97,Supervised Data Stream Classification,1,0.760579
2196,79,Supervised Data Stream Classification,28,0.192349
2219,105,Supervised Data Stream Classification,52,0.5
2167,82,Supervised Data Stream Classification,271,0.829936
2224,83,Supervised Data Stream Classification,58,0.60202
2175,105,Supervised Data Stream Classification,7,0.004425
2180,81,Supervised Data Stream Classification,12,0.896
2227,82,Supervised Data Stream Classification,61,0.82
2202,93,Supervised Data Stream Classification,34,0.711111
2240,98,Supervised Data Stream Classification,173,0.978328
2189,90,Supervised Data Stream Classification,21,0.700231
2227,86,Supervised Data Stream Classification,61,0.946667
2236,79,Supervised Data Stream Classification,169,0.002315
2251,79,Supervised Data Stream Classification,188,0.27038
2223,101,Supervised Data Stream Classification,56,0.613793
2195,95,Supervised Data Stream Classification,27,0.638587
2172,93,Supervised Data Stream Classification,4,0.350877
2206,79,Supervised Data Stream Classification,39,0.425595
2228,97,Supervised Data Stream Classification,62,0.405941
2207,103,Supervised Data Stream Classification,40,0.466346
2230,95,Supervised Data Stream Classification,163,0.65625
2197,95,Supervised Data Stream Classification,29,0.682609
2213,91,Supervised Data Stream Classification,46,0.518182
2197,79,Supervised Data Stream Classification,29,0.756522
2229,93,Supervised Data Stream Classification,137,0.347102
2172,79,Supervised Data Stream Classification,4,0.614035
2237,91,Supervised Data Stream Classification,170,0.393443
2234,91,Supervised Data Stream Classification,167,0.5
2156,86,Supervised Data Stream Classification,260,0.773895
2242,91,Supervised Data Stream Classification,175,0.534759
2230,103,Supervised Data Stream Classification,163,0.28125
2210,92,Supervised Data Stream Classification,43,0.72549
2243,80,Supervised Data Stream Classification,176,0.7
2170,93,Supervised Data Stream Classification,2,0.008909
2198,93,Supervised Data Stream Classification,30,0.89768
2220,80,Supervised Data Stream Classification,53,0.825926
2191,84,Supervised Data Stream Classification,23,0.545825
2198,108,Supervised Data Stream Classification,30,0.913028
2186,105,Supervised Data Stream Classification,18,0.1
2184,91,Supervised Data Stream Classification,16,0.227
2180,95,Supervised Data Stream Classification,12,0.9045
2234,94,Supervised Data Stream Classification,167,0.506944
2173,93,Supervised Data Stream Classification,5,0.542035
2177,80,Supervised Data Stream Classification,9,0.473171
2216,105,Supervised Data Stream Classification,49,0.544554
2211,108,Supervised Data Stream Classification,44,0.176701
2169,92,Supervised Data Stream Classification,1,0.759465
2250,95,Supervised Data Stream Classification,186,0.779126
2196,95,Supervised Data Stream Classification,28,0.660854
2180,78,Supervised Data Stream Classification,12,0.1
2252,86,Supervised Data Stream Classification,251,0.978662
2199,96,Supervised Data Stream Classification,31,0.57
2158,78,Supervised Data Stream Classification,262,0.828267
2182,108,Supervised Data Stream Classification,14,0.1
2207,94,Supervised Data Stream Classification,40,0.716346
2173,84,Supervised Data Stream Classification,5,0.597345
2219,86,Supervised Data Stream Classification,52,0.6
2242,78,Supervised Data Stream Classification,175,0.71123
2198,101,Supervised Data Stream Classification,30,0.924356
2186,83,Supervised Data Stream Classification,18,0.8555
2226,78,Supervised Data Stream Classification,60,0.8008
2226,94,Supervised Data Stream Classification,60,0.7964
2189,96,Supervised Data Stream Classification,21,0.599537
2232,106,Supervised Data Stream Classification,165,0.5
2179,84,Supervised Data Stream Classification,11,0.8112
2252,99,Supervised Data Stream Classification,251,0.955647
2181,93,Supervised Data Stream Classification,13,0.702797
2168,91,Supervised Data Stream Classification,272,0.544452
2222,82,Supervised Data Stream Classification,55,0.8
2202,101,Supervised Data Stream Classification,34,0.711111
2217,93,Supervised Data Stream Classification,50,0.346555
2224,99,Supervised Data Stream Classification,58,0.090909
2194,84,Supervised Data Stream Classification,26,0.900231
2246,96,Supervised Data Stream Classification,182,0.187558
2202,79,Supervised Data Stream Classification,34,0.7
2219,80,Supervised Data Stream Classification,52,0.7
2182,78,Supervised Data Stream Classification,14,0.8015
2177,95,Supervised Data Stream Classification,9,0.482927
2216,83,Supervised Data Stream Classification,49,0.805281
2188,81,Supervised Data Stream Classification,20,0.875
2196,90,Supervised Data Stream Classification,28,0.098577
2181,86,Supervised Data Stream Classification,13,0.667832
2205,90,Supervised Data Stream Classification,37,0.651042
2181,85,Supervised Data Stream Classification,13,0.688811
2246,94,Supervised Data Stream Classification,182,0.793313
2235,82,Supervised Data Stream Classification,168,0.585799
2168,108,Supervised Data Stream Classification,272,0.920024
2244,101,Supervised Data Stream Classification,179,0.796302
2180,106,Supervised Data Stream Classification,12,0.1
2212,83,Supervised Data Stream Classification,45,0.571429
2211,99,Supervised Data Stream Classification,44,0.176701
2189,106,Supervised Data Stream Classification,21,0.700231
2197,83,Supervised Data Stream Classification,29,0.833333
2185,108,Supervised Data Stream Classification,17,0.152381
2246,91,Supervised Data Stream Classification,182,0.312442
2192,103,Supervised Data Stream Classification,24,0.536928
2239,85,Supervised Data Stream Classification,172,0.933333
2168,81,Supervised Data Stream Classification,272,0.922559
2222,94,Supervised Data Stream Classification,55,0.767742
2247,85,Supervised Data Stream Classification,183,0.237252
2184,87,Supervised Data Stream Classification,16,0.944
2165,108,Supervised Data Stream Classification,269,0.894834
2233,108,Supervised Data Stream Classification,166,0.451613
2235,98,Supervised Data Stream Classification,168,0.39645
2228,106,Supervised Data Stream Classification,62,0.405941
2211,85,Supervised Data Stream Classification,44,0.927624
2203,95,Supervised Data Stream Classification,35,0.538251
2211,92,Supervised Data Stream Classification,44,0.916975
2213,87,Supervised Data Stream Classification,46,0.522884
2232,80,Supervised Data Stream Classification,165,0.5
2236,81,Supervised Data Stream Classification,169,0.5
2244,82,Supervised Data Stream Classification,179,0.820052
2198,94,Supervised Data Stream Classification,30,0.922711
2219,90,Supervised Data Stream Classification,52,0.5
2159,103,Supervised Data Stream Classification,263,0.492885
2226,95,Supervised Data Stream Classification,60,0.5798
2163,84,Supervised Data Stream Classification,267,0.888008
2224,105,Supervised Data Stream Classification,58,0.090909
2192,85,Supervised Data Stream Classification,24,0.98486
2196,93,Supervised Data Stream Classification,28,0.098577
2229,101,Supervised Data Stream Classification,137,0.71008
2202,90,Supervised Data Stream Classification,34,0.711111
2223,82,Supervised Data Stream Classification,56,0.901149
2180,83,Supervised Data Stream Classification,12,0.686
2229,81,Supervised Data Stream Classification,137,0.747726
2182,91,Supervised Data Stream Classification,14,0.216
2223,83,Supervised Data Stream Classification,56,0.924138
2199,92,Supervised Data Stream Classification,31,0.731
2189,83,Supervised Data Stream Classification,21,0.822338
2189,91,Supervised Data Stream Classification,21,0.700231
2204,98,Supervised Data Stream Classification,36,0.14329
2222,103,Supervised Data Stream Classification,55,0.206452
2200,78,Supervised Data Stream Classification,32,0.85817
2200,81,Supervised Data Stream Classification,32,0.944414
2209,101,Supervised Data Stream Classification,42,0.029283
2225,99,Supervised Data Stream Classification,59,0.358974
2191,83,Supervised Data Stream Classification,23,0.758995
2182,83,Supervised Data Stream Classification,14,0.863
2199,105,Supervised Data Stream Classification,31,0.7
2220,92,Supervised Data Stream Classification,53,0.825926
2197,99,Supervised Data Stream Classification,29,0.444928
2228,79,Supervised Data Stream Classification,62,0.29703
2167,91,Supervised Data Stream Classification,271,0.640436
2220,79,Supervised Data Stream Classification,53,0.555556
2239,95,Supervised Data Stream Classification,172,0.866667
2212,90,Supervised Data Stream Classification,45,0.5
2170,99,Supervised Data Stream Classification,2,0.008909
2207,90,Supervised Data Stream Classification,40,0.466346
2213,83,Supervised Data Stream Classification,46,0.852665
2188,82,Supervised Data Stream Classification,20,0.8975
2194,97,Supervised Data Stream Classification,26,0.333102
2249,80,Supervised Data Stream Classification,185,0.904478
2173,106,Supervised Data Stream Classification,5,0.542035
2248,96,Supervised Data Stream Classification,184,0.999394
2203,81,Supervised Data Stream Classification,35,0.863388
2215,80,Supervised Data Stream Classification,48,0.470199
2226,87,Supervised Data Stream Classification,60,0.8052
2167,93,Supervised Data Stream Classification,271,0.338402
2177,99,Supervised Data Stream Classification,9,0
2241,91,Supervised Data Stream Classification,174,0.99531
2171,91,Supervised Data Stream Classification,3,0.645494
2251,86,Supervised Data Stream Classification,188,0.36413
2206,90,Supervised Data Stream Classification,39,0.425595
2170,91,Supervised Data Stream Classification,2,0.760579
2240,101,Supervised Data Stream Classification,173,0.978328
2179,79,Supervised Data Stream Classification,11,0.0768
2182,86,Supervised Data Stream Classification,14,0.7865
2243,95,Supervised Data Stream Classification,176,0.6375
2242,85,Supervised Data Stream Classification,175,0.705882
2200,83,Supervised Data Stream Classification,32,0.905932
2191,79,Supervised Data Stream Classification,23,0.617787
2154,105,Supervised Data Stream Classification,258,0.827849
2183,86,Supervised Data Stream Classification,15,0.957082
2202,84,Supervised Data Stream Classification,34,0.655556
2174,85,Supervised Data Stream Classification,6,0.6333
2176,86,Supervised Data Stream Classification,8,0.628986
2178,84,Supervised Data Stream Classification,10,0.790541
2217,96,Supervised Data Stream Classification,50,0.997912
2178,83,Supervised Data Stream Classification,10,0.790541
2248,95,Supervised Data Stream Classification,184,0.419768
2180,108,Supervised Data Stream Classification,12,0.1
2237,94,Supervised Data Stream Classification,170,0.434426
2176,79,Supervised Data Stream Classification,8,0.82029
2169,94,Supervised Data Stream Classification,1,0.759465
2228,98,Supervised Data Stream Classification,62,0.366337
2235,99,Supervised Data Stream Classification,168,0.497041
2229,87,Supervised Data Stream Classification,137,0.714728
2202,95,Supervised Data Stream Classification,34,0.677778
2184,106,Supervised Data Stream Classification,16,0.1
2228,108,Supervised Data Stream Classification,62,0.405941
2179,80,Supervised Data Stream Classification,11,0.8064
2204,78,Supervised Data Stream Classification,36,0.778788
2155,83,Supervised Data Stream Classification,259,0.912029
2239,94,Supervised Data Stream Classification,172,0.933333
2232,83,Supervised Data Stream Classification,165,0.203704
2250,105,Supervised Data Stream Classification,186,0.771845
2193,93,Supervised Data Stream Classification,25,0.663043
2232,96,Supervised Data Stream Classification,165,0.002315
2251,108,Supervised Data Stream Classification,188,0.244565
2178,79,Supervised Data Stream Classification,10,0.547297
2248,91,Supervised Data Stream Classification,184,0.5463
2212,85,Supervised Data Stream Classification,45,0.535714
2218,99,Supervised Data Stream Classification,51,0.639456
2223,108,Supervised Data Stream Classification,56,0.613793
2176,99,Supervised Data Stream Classification,8,0.42029
2247,94,Supervised Data Stream Classification,183,0.211635
2207,81,Supervised Data Stream Classification,40,0.663462
2190,103,Supervised Data Stream Classification,22,0.1
