task_id,flow_id,task_type,dataset_id,predictive_accuracy
2157,106,Supervised Data Stream Classification,261,0.104046
2214,108,Supervised Data Stream Classification,47,0.386364
2203,106,Supervised Data Stream Classification,35,0.306011
2178,81,Supervised Data Stream Classification,10,0.743243
2204,91,Supervised Data Stream Classification,36,0.128571
2181,97,Supervised Data Stream Classification,13,0.692308
2248,85,Supervised Data Stream Classification,184,0.991374
2211,101,Supervised Data Stream Classification,44,0.176701
2198,105,Supervised Data Stream Classification,30,0.867714
2189,79,Supervised Data Stream Classification,21,0.700231
2245,101,Supervised Data Stream Classification,181,0.378032
2233,78,Supervised Data Stream Classification,166,0.451613
2216,80,Supervised Data Stream Classification,49,0.825083
2200,82,Supervised Data Stream Classification,32,0.944414
2223,87,Supervised Data Stream Classification,56,0.928736
2199,87,Supervised Data Stream Classification,31,0.711
2196,82,Supervised Data Stream Classification,28,0.954448
2194,85,Supervised Data Stream Classification,26,0.906559
2169,82,Supervised Data Stream Classification,1,0.917595
2205,84,Supervised Data Stream Classification,37,0.716146
2227,78,Supervised Data Stream Classification,61,0.94
2194,94,Supervised Data Stream Classification,26,0.904398
2221,79,Supervised Data Stream Classification,54,0.264775
2196,80,Supervised Data Stream Classification,28,0.881317
2203,101,Supervised Data Stream Classification,35,0.306011
2251,78,Supervised Data Stream Classification,188,0.525815
2206,85,Supervised Data Stream Classification,39,0.809524
2215,86,Supervised Data Stream Classification,48,0.370861
2243,90,Supervised Data Stream Classification,176,0.675
2219,78,Supervised Data Stream Classification,52,0.7
2222,98,Supervised Data Stream Classification,55,0.677419
2226,83,Supervised Data Stream Classification,60,0.8158
2218,78,Supervised Data Stream Classification,51,0.884354
2227,93,Supervised Data Stream Classification,61,0.333333
2250,94,Supervised Data Stream Classification,186,0.796117
2177,97,Supervised Data Stream Classification,9,0.297561
2173,98,Supervised Data Stream Classification,5,0.362832
2173,78,Supervised Data Stream Classification,5,0.566372
2172,95,Supervised Data Stream Classification,4,0.754386
2205,83,Supervised Data Stream Classification,37,0.731771
2243,83,Supervised Data Stream Classification,176,0.6625
2180,85,Supervised Data Stream Classification,12,0.7065
2228,84,Supervised Data Stream Classification,62,0.841584
2239,93,Supervised Data Stream Classification,172,0.933333
2203,99,Supervised Data Stream Classification,35,0.306011
2226,93,Supervised Data Stream Classification,60,0.3384
2202,108,Supervised Data Stream Classification,34,0.711111
2235,86,Supervised Data Stream Classification,168,0.508876
2217,108,Supervised Data Stream Classification,50,0.346555
2236,106,Supervised Data Stream Classification,169,0.5
2175,91,Supervised Data Stream Classification,7,0.247788
2160,91,Supervised Data Stream Classification,264,0.696837
2212,94,Supervised Data Stream Classification,45,0.535714
2210,86,Supervised Data Stream Classification,43,0.679739
2239,101,Supervised Data Stream Classification,172,0.933333
2218,94,Supervised Data Stream Classification,51,0.887755
2174,99,Supervised Data Stream Classification,6,0.6119
2189,99,Supervised Data Stream Classification,21,0.741898
2180,103,Supervised Data Stream Classification,12,0.1
2197,105,Supervised Data Stream Classification,29,0.444928
2232,79,Supervised Data Stream Classification,165,0.002315
2234,101,Supervised Data Stream Classification,167,0.5
2217,103,Supervised Data Stream Classification,50,0.346555
2218,85,Supervised Data Stream Classification,51,0.87415
2178,98,Supervised Data Stream Classification,10,0.547297
2236,98,Supervised Data Stream Classification,169,0.009259
2219,81,Supervised Data Stream Classification,52,0.5
2171,105,Supervised Data Stream Classification,3,0.580413
2157,93,Supervised Data Stream Classification,261,0.104046
2230,98,Supervised Data Stream Classification,163,0.6875
2204,99,Supervised Data Stream Classification,36,0.595238
2237,108,Supervised Data Stream Classification,170,0.483607
2199,78,Supervised Data Stream Classification,31,0.735
2176,108,Supervised Data Stream Classification,8,0.42029
2190,106,Supervised Data Stream Classification,22,0.1
2229,84,Supervised Data Stream Classification,137,0.74102
2221,97,Supervised Data Stream Classification,54,0.237589
2231,106,Supervised Data Stream Classification,164,0.254717
2177,83,Supervised Data Stream Classification,9,0.507317
2177,94,Supervised Data Stream Classification,9,0.453659
2200,80,Supervised Data Stream Classification,32,0.870997
2241,105,Supervised Data Stream Classification,174,0.994371
2214,81,Supervised Data Stream Classification,47,0.484848
2210,94,Supervised Data Stream Classification,43,0.732026
2180,79,Supervised Data Stream Classification,12,0.1995
2163,90,Supervised Data Stream Classification,267,0.555946
2189,86,Supervised Data Stream Classification,21,0.899884
2177,90,Supervised Data Stream Classification,9,0
2205,93,Supervised Data Stream Classification,37,0.651042
2177,108,Supervised Data Stream Classification,9,0
2222,87,Supervised Data Stream Classification,55,0.812903
2219,93,Supervised Data Stream Classification,52,0.5
2227,106,Supervised Data Stream Classification,61,0.333333
2219,82,Supervised Data Stream Classification,52,0.5
2178,106,Supervised Data Stream Classification,10,0.013514
2205,87,Supervised Data Stream Classification,37,0.690104
2205,98,Supervised Data Stream Classification,37,0.549479
2200,84,Supervised Data Stream Classification,32,0.879367
2233,85,Supervised Data Stream Classification,166,0.483871
2232,94,Supervised Data Stream Classification,165,0.493056
2200,103,Supervised Data Stream Classification,32,0.345342
2227,103,Supervised Data Stream Classification,61,0.333333
2222,79,Supervised Data Stream Classification,55,0.703226
2223,80,Supervised Data Stream Classification,56,0.903448
2220,82,Supervised Data Stream Classification,53,0.792593
2236,84,Supervised Data Stream Classification,169,0.384259
2228,78,Supervised Data Stream Classification,62,0.871287
2207,92,Supervised Data Stream Classification,40,0.721154
2226,84,Supervised Data Stream Classification,60,0.799
2173,91,Supervised Data Stream Classification,5,0.539823
2178,86,Supervised Data Stream Classification,10,0.763514
2157,99,Supervised Data Stream Classification,261,0.679378
2232,92,Supervised Data Stream Classification,165,0.5
2247,98,Supervised Data Stream Classification,183,0.000239
2200,87,Supervised Data Stream Classification,32,0.898563
2202,97,Supervised Data Stream Classification,34,0.7
2247,103,Supervised Data Stream Classification,183,0.144123
2233,95,Supervised Data Stream Classification,166,0.508065
2200,96,Supervised Data Stream Classification,32,0.102893
2199,108,Supervised Data Stream Classification,31,0.7
2171,98,Supervised Data Stream Classification,3,0.831039
2204,97,Supervised Data Stream Classification,36,0.128571
2198,98,Supervised Data Stream Classification,30,0.862781
2202,83,Supervised Data Stream Classification,34,0.666667
2184,80,Supervised Data Stream Classification,16,0.922
2157,92,Supervised Data Stream Classification,261,0.81511
2194,79,Supervised Data Stream Classification,26,0.015355
2226,90,Supervised Data Stream Classification,60,0.3384
2179,94,Supervised Data Stream Classification,11,0.792
2236,99,Supervised Data Stream Classification,169,0.5
2233,79,Supervised Data Stream Classification,166,0.451613
2226,97,Supervised Data Stream Classification,60,0.3336
2216,106,Supervised Data Stream Classification,49,0.544554
2248,79,Supervised Data Stream Classification,184,0.099658
2157,81,Supervised Data Stream Classification,261,0.787465
2239,78,Supervised Data Stream Classification,172,0.933333
2244,78,Supervised Data Stream Classification,179,0.824188
2180,87,Supervised Data Stream Classification,12,0.485
2249,90,Supervised Data Stream Classification,185,0.906716
2245,95,Supervised Data Stream Classification,181,0.328167
2169,81,Supervised Data Stream Classification,1,0.917595
2207,82,Supervised Data Stream Classification,40,0.745192
2236,92,Supervised Data Stream Classification,169,0.5
2197,84,Supervised Data Stream Classification,29,0.813043
2226,92,Supervised Data Stream Classification,60,0.8008
2174,101,Supervised Data Stream Classification,6,0.5709
2221,103,Supervised Data Stream Classification,54,0.250591
2246,99,Supervised Data Stream Classification,182,0.741835
2251,83,Supervised Data Stream Classification,188,0.419837
2203,79,Supervised Data Stream Classification,35,0.191257
2222,86,Supervised Data Stream Classification,55,0.812903
2233,94,Supervised Data Stream Classification,166,0.403226
2187,108,Supervised Data Stream Classification,19,0.152381
2205,85,Supervised Data Stream Classification,37,0.716146
2203,93,Supervised Data Stream Classification,35,0.306011
2190,96,Supervised Data Stream Classification,22,0.9955
2221,108,Supervised Data Stream Classification,54,0.250591
2220,101,Supervised Data Stream Classification,53,0.555556
2205,101,Supervised Data Stream Classification,37,0.651042
2205,97,Supervised Data Stream Classification,37,0.643229
2235,106,Supervised Data Stream Classification,168,0.497041
2169,79,Supervised Data Stream Classification,1,0.111359
2219,98,Supervised Data Stream Classification,52,0.6
2157,78,Supervised Data Stream Classification,261,0.766829
2251,101,Supervised Data Stream Classification,188,0.244565
2205,105,Supervised Data Stream Classification,37,0.651042
2236,83,Supervised Data Stream Classification,169,0.1875
2207,79,Supervised Data Stream Classification,40,0.548077
2232,82,Supervised Data Stream Classification,165,0.37963
2215,97,Supervised Data Stream Classification,48,0.324503
2177,106,Supervised Data Stream Classification,9,0
2232,93,Supervised Data Stream Classification,165,0.5
2228,80,Supervised Data Stream Classification,62,0.871287
2223,106,Supervised Data Stream Classification,56,0.613793
2219,92,Supervised Data Stream Classification,52,0.7
2207,105,Supervised Data Stream Classification,40,0.466346
2251,90,Supervised Data Stream Classification,188,0.244565
2207,84,Supervised Data Stream Classification,40,0.711538
2178,93,Supervised Data Stream Classification,10,0.013514
2233,92,Supervised Data Stream Classification,166,0.443548
2203,105,Supervised Data Stream Classification,35,0.306011
2228,82,Supervised Data Stream Classification,62,0.722772
2200,85,Supervised Data Stream Classification,32,0.879276
2218,97,Supervised Data Stream Classification,51,0.639456
2177,105,Supervised Data Stream Classification,9,0
2220,96,Supervised Data Stream Classification,53,0.492593
2240,85,Supervised Data Stream Classification,173,0.972136
2198,81,Supervised Data Stream Classification,30,0.940435
2221,101,Supervised Data Stream Classification,54,0.250591
2173,81,Supervised Data Stream Classification,5,0.557522
2210,83,Supervised Data Stream Classification,43,0.722222
2235,78,Supervised Data Stream Classification,168,0.426036
2176,92,Supervised Data Stream Classification,8,0.55942
2214,80,Supervised Data Stream Classification,47,0.613636
2251,85,Supervised Data Stream Classification,188,0.516304
2230,96,Supervised Data Stream Classification,163,0.59375
2199,95,Supervised Data Stream Classification,31,0.694
2244,94,Supervised Data Stream Classification,179,0.829655
2239,91,Supervised Data Stream Classification,172,0.866667
2207,96,Supervised Data Stream Classification,40,0.995192
2232,78,Supervised Data Stream Classification,165,0.5
2226,80,Supervised Data Stream Classification,60,0.8008
2162,97,Supervised Data Stream Classification,266,0.541434
2167,98,Supervised Data Stream Classification,271,0.553713
2192,80,Supervised Data Stream Classification,24,0.984367
2215,98,Supervised Data Stream Classification,48,0.490066
2178,92,Supervised Data Stream Classification,10,0.756757
2189,103,Supervised Data Stream Classification,21,0.700231
2201,80,Supervised Data Stream Classification,33,0.492593
2221,99,Supervised Data Stream Classification,54,0.250591
2204,81,Supervised Data Stream Classification,36,0.901732
2204,86,Supervised Data Stream Classification,36,0.830303
2215,82,Supervised Data Stream Classification,48,0.496689
2155,80,Supervised Data Stream Classification,259,0.90283
2225,108,Supervised Data Stream Classification,59,0.358974
2211,95,Supervised Data Stream Classification,44,0.929798
2202,96,Supervised Data Stream Classification,34,0.633333
2248,78,Supervised Data Stream Classification,184,0.301255
2175,97,Supervised Data Stream Classification,7,0.247788
2198,84,Supervised Data Stream Classification,30,0.920884
