,task_id,flow_id,associated
4483,2183,83,1
4484,93,65,1
4485,183,85,0
4486,2190,90,1
4487,2207,80,0
4488,2167,90,0
4489,2180,82,0
4490,11,101,0
4491,2240,79,1
4492,2172,93,1
4493,2195,97,0
4494,2149,85,0
4495,186,94,0
4496,2213,93,0
4497,125,95,0
4498,2242,93,1
4499,164,90,0
4500,39,62,0
4501,2171,103,1
4502,70,76,1
4503,2195,81,1
4504,2250,79,0
4505,2250,94,0
4506,2188,93,1
4507,120,81,0
4508,2165,81,1
4509,168,82,0
4510,2236,95,0
4511,2246,85,1
4512,122,99,0
4513,87,106,0
4514,182,101,1
4515,2196,105,1
4516,194,106,1
4517,2167,83,1
4518,1731,82,0
4519,2173,81,0
4520,32,66,1
4521,2126,90,0
4522,2233,79,1
4523,2157,85,1
4524,185,95,1
4525,2157,103,1
4526,2152,64,0
4527,2214,77,0
4528,2219,82,1
4529,70,59,1
4530,2196,83,0
4531,193,95,1
4532,2214,105,1
4533,2151,92,0
4534,187,91,1
4535,2230,99,0
4536,5,72,1
4537,197,79,1
4538,2181,78,1
4539,158,78,0
4540,42,70,1
4541,24,65,1
4542,2159,82,1
4543,128,86,0
4544,2222,78,0
4545,177,83,1
4546,178,79,0
4547,2128,87,1
4548,2206,84,1
4549,2126,92,0
4550,197,65,0
4551,2175,90,1
4552,9,67,1
4553,2233,95,1
4554,2206,99,0
4555,2199,94,1
4556,2244,86,0
4557,2247,101,1
4558,2173,97,1
4559,2193,91,0
4560,2209,106,0
4561,2221,95,1
4562,1717,72,1
4563,57,57,1
4564,2186,83,1
4565,39,64,1
4566,2220,81,1
4567,2209,94,1
4568,2224,96,1
4569,160,99,1
4570,239,80,0
4571,5,87,0
4572,2229,91,0
4573,11,106,0
4574,2175,97,1
4575,2252,82,1
4576,189,81,0
4577,185,70,0
4578,30,58,1
4579,126,95,0
4580,123,90,1
4581,91,98,0
4582,2128,99,1
4583,2205,83,0
4584,50,70,1
4585,41,96,0
4586,2165,80,0
4587,2233,58,0
4588,180,106,0
4589,2133,101,1
4590,30,63,1
4591,184,106,0
4592,2199,96,0
4593,28,98,0
4594,86,61,1
4595,2221,80,1
4596,2169,95,1
4597,185,83,1
4598,123,85,1
4599,2213,64,0
4600,2218,98,1
4601,131,93,1
4602,2203,105,1
4603,2188,76,0
4604,95,103,0
4605,2233,86,1
4606,2194,86,1
4607,87,60,0
4608,200,97,1
4609,197,60,0
4610,47,59,1
4611,2226,81,1
4612,197,84,0
4613,2172,59,0
4614,120,92,0
4615,2225,81,0
4616,179,92,1
4617,2170,101,0
4618,192,82,1
4619,2163,97,0
4620,199,98,0
4621,2152,103,0
4622,2156,86,1
4623,83,92,0
4624,121,91,1
4625,179,101,1
4626,65,93,0
4627,190,91,0
4628,2094,74,1
4629,159,92,1
4630,2219,98,1
4631,171,83,1
4632,2126,83,0
4633,2179,66,0
4634,171,84,1
4635,47,79,0
4636,39,98,0
4637,80,56,1
4638,99,64,1
4639,2157,86,0
4640,2153,82,1
4641,91,67,1
4642,2218,99,1
4643,2213,85,0
4644,124,105,1
4645,2150,81,1
4646,7,58,1
4647,2186,93,0
4648,129,93,1
4649,26,84,0
4650,2248,106,1
4651,2206,99,1
4652,2162,83,0
4653,186,103,1
4654,2241,99,0
4655,2186,86,0
4656,2128,79,0
4657,2180,106,1
4658,1775,56,1
4659,1714,67,0
4660,2240,82,0
4661,184,86,1
4662,130,83,0
4663,128,105,0
4664,2170,84,1
4665,123,84,1
4666,2251,91,0
4667,2219,94,1
4668,2168,106,0
4669,2,58,1
4670,171,92,0
4671,178,90,1
4672,171,108,1
4673,2165,85,1
4674,165,106,1
4675,171,82,0
4676,2248,84,1
4677,2193,85,1
4678,163,85,1
4679,2129,105,0
4680,159,97,1
4681,2240,92,0
4682,128,94,1
4683,2229,101,1
4684,2195,93,1
4685,89,75,0
4686,185,91,1
4687,162,79,0
4688,2233,92,0
4689,88,65,0
4690,3,84,0
4691,50,105,0
4692,2249,96,1
4693,2152,106,1
4694,2216,97,1
4695,194,91,1
4696,2213,80,1
4697,2178,78,0
4698,126,94,1
4699,2158,93,0
4700,2159,96,0
4701,130,85,1
4702,2216,79,0
4703,2157,78,0
4704,2152,70,0
4705,126,106,0
4706,170,95,1
4707,198,82,1
4708,161,84,0
4709,2172,90,1
4710,2234,80,1
4711,2218,83,1
4712,2205,61,0
4713,2182,108,0
4714,172,90,0
4715,66,108,0
4716,2173,97,0
4717,199,106,0
4718,71,81,0
4719,2228,84,1
4720,200,79,0
4721,2198,103,1
4722,2175,86,1
4723,172,106,1
4724,195,79,0
4725,73,60,1
4726,2225,80,1
4727,2218,92,1
4728,187,93,1
4729,2156,99,1
4730,2197,108,0
4731,2232,80,0
4732,9,97,0
4733,2244,87,0
4734,73,94,0
4735,129,82,1
4736,12,65,1
4737,2102,103,0
4738,1721,61,1
4739,2248,99,0
4740,192,84,0
4741,190,97,0
4742,13,72,1
4743,159,94,1
4744,32,103,0
4745,172,65,0
4746,131,96,0
4747,123,80,0
4748,191,96,0
4749,2243,92,0
4750,176,97,1
4751,15,67,1
4752,2237,99,0
4753,187,99,0
4754,2220,98,1
4755,57,95,0
4756,2200,91,0
4757,2056,81,1
4758,165,96,1
4759,2190,82,1
4760,2167,93,1
4761,2194,80,1
4762,2241,96,1
4763,192,106,1
4764,2194,91,1
4765,176,99,1
4766,34,57,1
4767,2241,82,1
4768,24,56,1
4769,2221,98,0
4770,7,77,1
4771,2221,78,0
4772,2195,79,0
4773,2209,80,0
4774,64,70,1
4775,2247,64,0
4776,165,103,0
4777,2181,99,0
4778,18,98,0
4779,183,98,1
4780,178,81,1
4781,164,85,0
4782,2244,96,1
4783,2176,82,0
4784,2179,96,1
4785,2056,59,0
4786,2218,96,0
4787,21,91,0
4788,193,86,1
4789,2166,65,0
4790,39,83,0
4791,162,81,1
4792,179,98,1
4793,2220,85,0
4794,2201,62,0
4795,185,74,0
4796,115,101,0
4797,2225,93,1
4798,192,86,1
4799,2169,103,0
4800,2131,80,1
4801,2155,93,0
4802,189,103,1
4803,128,106,1
4804,11,67,1
4805,200,94,1
4806,89,77,1
4807,196,82,0
4808,121,78,0
4809,96,77,1
4810,128,92,0
4811,160,101,1
4812,190,95,1
4813,194,85,1
4814,2200,74,0
4815,2156,82,1
4816,28,60,1
4817,2181,101,0
4818,181,92,1
4819,11,61,1
4820,190,106,0
4821,2229,87,0
4822,2246,91,1
4823,128,85,1
4824,2237,85,1
4825,2205,106,1
4826,2168,78,0
4827,34,96,0
4828,2180,83,0
4829,29,58,1
4830,2217,57,0
4831,83,66,1
4832,2132,80,0
4833,2126,85,0
4834,50,60,1
4835,2212,64,0
4836,96,57,1
4837,2243,78,0
4838,2190,83,1
4839,2134,96,1
4840,2235,85,0
4841,2170,92,1
4842,2179,78,0
4843,2098,79,0
4844,165,85,0
4845,90,77,0
4846,2129,91,0
4847,2190,78,0
4848,2195,101,1
4849,2220,92,0
4850,48,59,1
4851,2228,77,0
4852,2228,106,1
4853,2152,108,1
4854,62,56,1
4855,2223,106,0
4856,2153,83,1
4857,2225,87,1
4858,2217,80,1
4859,57,89,0
4860,2155,86,0
4861,177,96,1
4862,2186,90,1
4863,2225,65,0
4864,2151,59,0
4865,2157,87,0
4866,178,103,1
4867,2129,105,0
4868,182,93,1
4869,2241,65,0
4870,2228,108,0
4871,188,88,1
4872,126,80,0
4873,28,67,1
4874,12,59,1
4875,180,59,0
4876,11,63,1
4877,176,70,0
4878,2164,78,0
4879,195,91,1
4880,38,96,0
4881,2190,90,0
4882,184,91,0
4883,2235,97,1
4884,27,86,0
4885,86,101,0
4886,167,101,1
4887,191,87,0
4888,2155,84,1
4889,4,92,0
4890,15,92,0
4891,1702,57,1
4892,2149,86,0
4893,178,79,0
4894,198,105,1
4895,2162,82,1
4896,2207,82,0
4897,2192,93,1
4898,62,93,0
4899,2246,85,0
4900,2169,93,0
4901,85,90,0
4902,180,96,1
4903,185,103,1
4904,5,62,1
4905,2218,85,0
4906,2206,80,1
4907,2219,81,0
4908,2150,90,0
4909,2251,78,1
4910,2131,97,0
4911,162,94,0
4912,177,61,0
4913,2197,79,1
4914,83,94,0
4915,2199,97,1
4916,2248,91,1
4917,174,82,0
4918,2191,85,1
4919,2226,85,0
4920,27,65,1
4921,2177,103,0
4922,181,79,1
4923,1916,61,1
4924,2154,98,0
4925,2166,78,1
4926,174,83,1
4927,13,61,1
4928,193,70,0
4929,2192,87,0
4930,2184,75,0
4931,2217,91,1
4932,2168,96,0
4933,2248,87,0
4934,2201,103,0
4935,158,95,0
4936,42,95,0
4937,183,93,1
4938,2200,74,0
4939,50,58,0
4940,2151,80,1
4941,2175,96,0
4942,2250,106,1
4943,2127,81,1
4944,165,96,0
4945,131,84,0
4946,2200,97,0
4947,177,80,0
4948,171,103,1
4949,98,93,0
4950,2126,108,0
4951,49,99,0
4952,47,66,1
4953,2176,83,1
4954,2207,76,0
4955,2250,97,1
4956,2152,90,0
4957,177,101,1
4958,2186,96,1
4959,2216,72,0
4960,4,62,1
4961,2252,106,0
4962,2166,83,1
4963,2170,101,1
4964,2223,85,0
4965,31,57,1
4966,2134,84,1
4967,2186,81,1
4968,176,81,1
4969,2250,92,1
4970,190,108,0
4971,83,78,0
4972,121,85,1
4973,2221,91,1
4974,2250,87,1
4975,184,83,1
4976,2251,97,0
4977,2243,86,1
4978,179,99,1
4979,2237,94,0
4980,194,90,0
4981,2202,88,0
4982,2186,108,1
4983,126,82,0
4984,86,81,0
4985,167,82,0
4986,26,65,1
4987,2211,80,0
4988,2127,57,0
4989,83,60,1
4990,71,92,0
4991,2180,95,1
4992,2189,103,1
4993,2171,106,1
4994,51,70,1
4995,2241,91,1
4996,2203,108,0
4997,2234,72,0
4998,65,57,1
4999,2153,92,0
5000,197,83,1
5001,2130,90,0
5002,2127,81,0
5003,2207,78,1
5004,121,97,1
5005,2203,86,1
5006,2197,83,0
5007,181,92,0
5008,2156,56,0
5009,2248,84,0
5010,2159,105,0
5011,177,78,0
5012,2132,108,1
5013,122,81,1
5014,170,81,1
5015,98,106,0
5016,2173,103,1
5017,2177,83,0
5018,194,101,1
5019,172,82,1
5020,2194,92,1
5021,2152,81,1
5022,2184,91,0
5023,2183,108,0
5024,89,67,1
5025,188,106,1
5026,2220,101,0
5027,9,70,1
5028,2236,99,1
5029,2183,85,1
5030,2127,105,0
5031,2211,103,0
5032,2129,86,0
5033,2196,77,0
5034,198,88,1
5035,2181,86,0
5036,2206,98,1
5037,182,86,0
5038,1713,90,0
5039,2216,83,0
5040,195,87,0
5041,99,96,0
5042,2218,90,0
5043,2171,96,0
5044,195,90,1
5045,2236,60,0
5046,2224,86,0
5047,127,95,0
5048,51,64,1
5049,2194,95,1
5050,193,94,0
5051,2194,95,0
5052,2232,99,1
5053,2151,79,1
5054,2195,84,0
5055,2169,81,0
5056,120,83,1
5057,2154,99,1
5058,54,74,1
5059,2211,75,0
5060,185,94,0
5061,174,101,1
5062,86,74,1
5063,130,84,0
5064,2269,80,1
5065,124,91,0
5066,2160,94,1
5067,2168,91,0
5068,165,98,1
5069,2170,85,0
5070,196,105,0
5071,2226,84,0
5072,162,92,1
5073,2197,106,1
5074,1702,101,0
5075,2176,85,0
5076,2134,93,1
5077,178,105,0
5078,158,106,1
5079,2166,93,0
5080,120,97,1
5081,121,67,0
5082,2236,56,0
5083,2194,80,0
5084,2193,98,1
5085,2251,82,1
5086,188,93,1
5087,1,67,1
5088,2206,86,0
5089,2247,91,0
5090,2183,91,1
5091,96,105,0
5092,196,97,1
5093,2233,96,0
5094,127,92,0
5095,196,108,0
5096,2218,83,0
5097,170,78,0
5098,192,105,1
5099,28,95,0
5100,2129,106,1
5101,184,108,1
5102,2223,101,1
5103,2131,81,0
5104,18,64,1
5105,94,78,0
5106,175,79,1
5107,160,92,1
5108,2212,78,1
5109,2182,96,0
5110,126,98,0
5111,193,105,0
5112,2212,83,0
5113,185,97,1
5114,2164,82,0
5115,2214,91,0
5116,124,81,0
5117,169,99,1
5118,2178,92,0
5119,2166,96,0
5120,192,79,1
5121,72,67,1
5122,82,77,1
5123,2232,108,0
5124,87,82,0
5125,123,98,0
5126,193,79,1
5127,2243,92,1
5128,2251,76,0
5129,48,82,0
5130,43,86,0
5131,2239,79,0
5132,2172,101,1
5133,2132,93,1
5134,2174,92,1
5135,2183,101,1
5136,2210,105,0
5137,42,74,1
5138,196,90,1
5139,2162,86,1
5140,2197,99,0
5141,2176,87,0
5142,187,103,0
5143,127,93,1
5144,66,65,1
5145,2183,92,1
5146,2166,59,0
5147,131,95,1
5148,2188,72,0
5149,70,105,0
5150,2197,79,0
5151,48,70,1
5152,183,78,0
5153,164,98,1
5154,2219,87,1
5155,127,90,0
5156,2240,87,0
5157,30,61,1
5158,2130,86,1
5159,96,83,0
5160,2243,103,0
5161,2133,103,0
5162,86,76,1
5163,2225,83,1
5164,2251,87,1
5165,2250,83,0
5166,188,103,0
5167,2159,83,0
5168,171,81,0
5169,122,72,0
5170,193,85,1
5171,2224,91,0
5172,131,86,1
5173,2193,59,0
5174,200,96,1
5175,197,97,1
5176,91,59,1
5177,2230,108,0
5178,164,82,0
5179,2226,70,0
5180,2219,62,0
5181,171,84,0
5182,85,81,0
5183,24,98,0
5184,168,78,1
5185,165,108,0
5186,2171,59,0
5187,2167,95,1
5188,50,82,0
5189,2179,101,0
5190,2196,86,1
5191,80,76,0
5192,66,72,1
5193,2190,79,1
5194,2180,78,0
5195,80,96,0
5196,87,60,1
5197,128,80,0
5198,126,82,0
5199,2168,91,1
5200,160,108,1
5201,2155,106,1
5202,2195,77,0
5203,162,85,1
5204,2207,61,0
5205,2200,108,0
5206,165,97,1
5207,98,75,1
5208,10,60,1
5209,2192,84,1
5210,2237,60,0
5211,2252,80,1
5212,183,85,1
5213,2252,106,1
5214,2158,81,1
5215,122,98,0
5216,2168,97,0
5217,40,77,1
5218,192,105,0
5219,197,105,0
5220,77,72,1
5221,2151,85,1
5222,2225,96,1
5223,2236,87,1
5224,2242,99,0
5225,2237,108,1
5226,2223,91,0
5227,158,94,1
5228,22,92,0
5229,2249,99,1
5230,2164,103,1
5231,2241,74,0
5232,185,83,0
5233,2251,105,1
5234,2128,84,1
5235,2159,108,0
5236,35,67,1
5237,2153,86,0
5238,196,103,1
5239,180,83,0
5240,2223,81,0
5241,1,56,1
5242,2151,90,0
5243,2202,96,0
5244,163,105,1
5245,124,98,1
5246,2172,96,1
5247,2205,99,0
5248,2217,79,1
5249,169,91,0
5250,2209,101,0
5251,69,87,0
5252,171,97,0
5253,2155,108,1
5254,2239,106,0
5255,2173,79,0
5256,2180,91,1
5257,2234,96,1
5258,2240,101,1
5259,1740,92,0
5260,2206,90,1
5261,24,76,1
5262,2170,103,0
5263,2245,76,0
5264,2155,105,1
5265,2056,80,1
5266,2131,101,1
5267,85,101,0
5268,171,70,0
5269,121,93,0
5270,2162,106,1
5271,2223,93,1
5272,2175,92,1
5273,70,70,1
5274,2212,83,1
5275,2154,80,0
5276,2191,91,0
5277,194,74,0
5278,169,96,1
5279,199,82,0
5280,2156,85,1
5281,2205,90,0
5282,168,101,0
5283,2174,97,1
5284,2174,82,1
5285,182,86,0
5286,9,98,0
5287,197,108,1
5288,2153,92,1
5289,174,56,0
5290,120,93,0
5291,15,75,1
5292,57,93,0
5293,2252,85,1
5294,2172,84,0
5295,2240,61,0
5296,26,70,0
5297,180,83,1
5298,180,106,1
5299,186,83,1
5300,2234,95,1
5301,2159,103,1
5302,179,97,1
5303,2127,78,1
5304,183,95,1
5305,2190,87,1
5306,159,85,1
5307,185,90,0
5308,2201,105,1
5309,172,87,1
5310,2210,90,0
5311,2207,96,1
5312,2131,95,0
5313,86,56,1
5314,194,81,1
5315,2130,105,0
5316,11,56,1
5317,2160,82,0
5318,35,66,1
5319,1740,67,0
5320,175,83,1
5321,2221,87,1
5322,2170,86,0
5323,2191,106,1
5324,91,63,1
5325,177,106,1
5326,9,84,0
5327,2242,81,0
5328,2178,78,1
5329,2180,96,1
5330,72,59,1
5331,2242,94,0
5332,2242,101,0
5333,2201,80,1
5334,38,66,1
5335,2169,82,1
5336,39,96,0
5337,2228,108,1
5338,2160,81,1
5339,16,76,1
5340,31,58,1
5341,2177,103,0
5342,163,87,1
5343,167,85,1
5344,170,94,0
5345,2269,96,0
5346,199,94,0
5347,2184,101,0
5348,2177,93,1
5349,2129,105,1
5350,176,105,0
5351,167,103,0
5352,58,74,1
5353,2181,96,1
5354,2203,94,1
5355,2127,61,0
5356,161,96,1
5357,191,98,0
5358,164,101,1
5359,49,74,0
5360,2127,108,0
5361,2232,103,1
5362,123,81,0
5363,2203,78,1
5364,180,83,0
5365,2225,85,0
5366,40,93,0
5367,2234,78,1
5368,199,93,0
5369,2157,105,1
5370,2210,79,1
5371,121,81,0
5372,93,99,0
5373,2243,84,1
5374,184,86,0
5375,2220,86,1
5376,168,96,1
5377,177,61,0
5378,199,81,0
5379,23,97,0
5380,2150,108,1
5381,2209,106,1
5382,2164,93,0
5383,125,99,0
5384,2190,81,1
5385,185,105,1
5386,187,95,0
5387,2204,92,1
5388,2228,81,1
5389,2169,82,0
5390,198,81,1
5391,2160,101,0
5392,1,93,0
5393,123,80,0
5394,2203,87,0
5395,163,82,0
5396,2153,89,0
5397,7,91,0
5398,2186,92,1
5399,2195,103,0
5400,193,108,1
5401,2164,87,0
5402,2233,108,0
5403,1721,76,1
5404,2197,94,0
5405,2245,98,1
5406,123,99,0
5407,1719,92,0
5408,2175,85,0
5409,2176,106,1
5410,2191,79,1
5411,98,92,0
5412,28,57,1
5413,2213,61,0
5414,2204,88,0
5415,2248,101,1
5416,181,98,1
5417,200,86,1
5418,186,99,0
5419,170,80,0
5420,2216,79,1
5421,2224,86,1
5422,131,84,0
5423,2131,60,0
5424,2207,83,0
5425,73,82,0
5426,2177,99,1
5427,1702,70,1
5428,2192,82,1
5429,2207,108,1
5430,2241,79,0
5431,2237,98,1
5432,2222,76,0
5433,166,103,0
5434,2235,85,0
5435,2155,93,0
5436,2241,85,1
5437,2167,103,1
5438,2224,81,1
5439,2196,84,0
5440,2134,85,1
5441,2165,106,1
5442,2246,85,0
5443,2223,103,1
5444,2180,94,1
5445,2192,108,1
5446,170,81,0
5447,2250,81,1
5448,168,79,0
5449,2184,84,1
5450,2220,85,0
5451,2177,103,0
5452,2198,93,1
5453,29,74,1
5454,90,67,0
5455,2242,75,0
5456,130,99,1
5457,115,60,1
5458,2159,99,0
5459,75,86,0
5460,2184,86,0
5461,2177,91,1
5462,2223,91,0
5463,2228,86,1
5464,182,87,1
5465,194,85,0
5466,2162,79,1
5467,125,82,0
5468,2134,90,1
5469,2199,103,1
5470,2231,108,0
5471,2192,84,0
5472,126,81,1
5473,12,63,1
5474,2154,81,0
5475,2246,81,0
5476,2131,106,1
5477,2237,83,0
5478,2180,106,0
5479,2245,84,1
5480,2229,103,1
5481,2233,87,1
5482,86,103,0
5483,2134,78,1
5484,2056,70,0
5485,11,79,0
5486,181,99,0
5487,2167,103,0
5488,127,66,0
5489,2269,106,0
5490,1719,70,1
5491,2222,85,1
5492,168,93,0
5493,2162,105,0
5494,177,94,1
5495,2199,91,1
5496,2185,106,0
5497,2155,91,0
5498,2149,83,1
5499,2201,91,1
5500,193,78,1
5501,1715,58,1
5502,158,85,1
5503,2225,96,0
5504,86,64,1
5505,2197,57,0
5506,88,76,1
5507,2251,78,0
5508,2235,87,0
5509,10,87,0
5510,26,75,0
5511,2229,99,1
5512,2152,79,1
5513,2213,106,1
5514,2239,98,0
5515,58,59,1
5516,2226,91,1
5517,2196,94,0
5518,80,87,0
5519,2251,83,0
5520,2132,99,1
5521,185,81,1
5522,120,78,0
5523,192,108,1
5524,2193,93,0
5525,122,65,0
5526,2171,99,0
5527,192,78,1
5528,5,57,0
5529,26,61,1
5530,12,60,1
5531,2197,99,0
5532,170,57,0
5533,1728,96,0
5534,179,94,1
5535,178,86,1
5536,2155,101,0
5537,2154,106,1
5538,2173,98,0
5539,187,96,1
5540,2169,81,1
5541,2188,78,0
5542,2178,91,0
5543,166,82,1
5544,196,105,0
5545,2251,95,0
5546,2206,82,1
5547,159,96,0
5548,2188,94,1
5549,1736,97,0
5550,189,97,0
5551,73,57,1
5552,191,58,0
5553,2241,86,0
5554,2248,94,0
5555,2236,82,0
5556,188,95,1
5557,180,87,0
5558,167,81,1
5559,2230,106,1
5560,1757,60,0
5561,2162,80,0
5562,2240,108,1
5563,2239,84,0
5564,2126,106,1
5565,127,106,1
5566,2221,106,0
5567,2206,95,0
5568,2209,92,1
5569,2221,99,0
5570,2167,87,0
5571,2149,106,0
5572,130,81,1
5573,65,83,0
5574,2154,77,0
5575,2219,99,1
5576,62,98,0
5577,2240,99,0
5578,2179,64,0
5579,158,96,0
5580,172,83,1
5581,164,90,0
5582,95,99,0
5583,198,85,1
5584,2182,108,1
5585,4,92,0
5586,2127,84,0
5587,88,87,0
5588,174,105,1
5589,2213,92,1
5590,200,84,1
5591,2184,79,1
5592,2248,96,1
5593,2211,56,0
5594,2232,78,0
5595,2215,99,0
5596,47,75,0
5597,180,99,1
5598,180,94,0
5599,2218,84,1
5600,20,79,0
5601,48,81,0
5602,2269,93,0
5603,129,96,1
5604,121,93,0
5605,167,103,0
5606,2174,105,0
5607,196,103,0
5608,2203,83,1
5609,166,66,0
5610,2150,78,1
5611,2149,97,1
5612,2202,94,1
5613,14,72,1
5614,30,84,0
5615,188,78,1
5616,2129,81,0
5617,2,93,0
5618,47,74,1
5619,21,85,0
5620,2247,90,0
5621,2179,84,1
5622,2240,96,1
5623,1735,63,1
5624,97,58,1
5625,2195,57,0
5626,2227,98,0
5627,179,93,1
5628,2234,106,0
5629,85,66,1
5630,2234,93,1
5631,2126,90,0
5632,6,83,0
5633,2176,91,1
5634,2243,108,1
5635,2167,90,0
5636,1714,66,0
5637,2204,97,0
5638,160,84,1
5639,2223,84,0
5640,2222,87,0
5641,2126,79,1
5642,127,108,1
5643,2242,103,0
5644,121,103,1
5645,189,97,1
5646,2227,80,1
5647,2155,97,0
5648,2131,106,0
5649,2133,87,0
5650,2226,86,1
5651,2216,87,0
5652,2239,99,0
5653,2150,81,0
5654,2154,61,0
5655,191,80,0
5656,196,96,1
5657,2242,101,0
5658,57,82,0
5659,194,86,1
5660,2233,82,1
5661,172,103,1
5662,131,78,0
5663,2229,93,0
5664,2174,96,1
5665,2056,87,1
5666,2247,80,0
5667,2162,86,0
5668,2172,59,0
5669,2209,95,0
5670,39,59,1
5671,79,66,1
5672,2228,98,1
5673,168,108,1
5674,163,91,0
5675,2157,81,1
5676,2176,94,0
5677,161,84,1
5678,166,91,0
5679,9,64,0
5680,2206,83,0
5681,94,95,0
5682,2207,92,0
5683,174,108,1
5684,2215,99,1
5685,2220,70,0
5686,2098,108,0
5687,162,82,1
5688,200,106,0
5689,130,79,0
5690,2158,79,1
5691,2129,106,0
5692,2219,83,1
5693,87,106,0
5694,2164,82,1
5695,2156,106,0
5696,125,93,0
5697,2177,94,1
5698,2174,70,0
5699,2155,58,0
5700,181,82,1
5701,29,56,1
5702,163,92,0
5703,50,75,1
5704,171,105,1
5705,94,74,0
5706,196,103,0
5707,48,80,0
5708,54,61,1
5709,24,99,0
5710,121,86,1
5711,2210,108,1
5712,181,95,0
5713,37,67,1
5714,2189,91,1
5715,2056,92,1
5716,161,91,1
5717,1717,77,1
5718,2236,82,1
5719,2249,83,0
5720,120,85,1
5721,163,98,1
5722,196,92,1
5723,2133,83,0
5724,2150,99,1
5725,27,72,1
5726,161,97,0
5727,191,98,1
5728,125,101,0
5729,2203,103,1
5730,2214,106,0
5731,128,86,0
5732,52,99,0
5733,189,85,1
5734,170,84,1
5735,170,85,0
5736,120,95,1
5737,198,99,1
5738,178,98,1
5739,2126,91,0
5740,2133,94,1
5741,125,59,0
5742,2150,81,0
5743,186,78,0
5744,2215,105,0
5745,2198,83,0
5746,2189,83,1
5747,2219,92,1
5748,2127,94,1
5749,194,93,0
5750,1715,106,0
5751,2225,84,0
5752,2129,92,0
5753,2245,99,0
5754,2246,82,1
5755,2188,83,1
5756,41,57,1
5757,2128,62,0
5758,195,92,1
5759,2172,99,1
5760,28,82,0
5761,2134,106,1
5762,1721,70,1
5763,2169,98,0
5764,2252,94,1
5765,2210,94,0
5766,70,98,0
5767,2207,95,0
5768,183,97,1
5769,2165,105,0
5770,68,79,0
5771,179,79,0
5772,30,97,0
5773,2152,90,1
5774,129,65,0
5775,54,62,1
5776,131,82,1
5777,2246,79,1
5778,37,72,0
5779,27,58,1
5780,3,105,0
5781,2171,60,0
5782,2179,108,1
5783,2216,94,1
5784,2159,105,1
5785,158,103,1
5786,2134,76,0
5787,2242,95,0
5788,186,86,1
5789,2152,101,0
5790,192,87,1
5791,2210,80,0
5792,2224,108,1
5793,195,85,0
5794,2224,95,0
5795,88,75,1
5796,31,105,0
5797,183,92,1
5798,2179,85,1
5799,197,90,0
5800,2215,80,1
5801,2127,103,1
5802,2239,105,0
5803,193,83,1
5804,2180,81,1
5805,161,97,1
5806,197,89,1
5807,125,64,0
5808,2225,87,0
5809,194,93,0
5810,124,93,0
5811,2191,93,1
5812,2237,98,0
5813,59,83,0
5814,2189,83,0
5815,195,95,0
5816,2180,108,1
5817,2222,81,1
5818,186,82,0
5819,75,105,0
5820,2172,97,0
5821,193,95,0
5822,2214,61,0
5823,164,105,0
5824,2134,82,0
5825,162,103,1
5826,2178,67,0
5827,2132,97,1
5828,2056,78,1
5829,199,79,0
5830,2133,90,0
5831,2126,97,1
5832,177,91,0
5833,41,77,1
5834,2189,79,0
5835,160,97,0
5836,2225,90,1
5837,2177,97,1
5838,2165,94,1
5839,15,70,1
5840,2234,83,1
5841,187,83,1
5842,2246,62,0
5843,183,91,1
5844,197,85,1
5845,2184,103,1
5846,2163,103,1
5847,2152,85,1
5848,192,81,0
5849,2173,80,0
5850,2246,62,0
5851,125,95,0
5852,2174,85,1
5853,2178,67,0
5854,1715,98,0
5855,2235,67,0
5856,239,70,1
5857,2224,97,0
5858,71,62,1
5859,2230,83,1
5860,2246,99,1
5861,189,78,0
5862,176,85,1
5863,2220,80,1
5864,177,105,1
5865,2151,84,0
5866,120,96,1
5867,2129,78,0
5868,2232,97,1
5869,2171,81,1
5870,27,101,0
5871,2224,105,0
5872,2268,70,0
5873,131,94,0
5874,2191,86,1
5875,182,98,1
5876,2217,77,0
5877,59,70,1
5878,172,65,0
5879,2189,82,1
5880,94,57,1
5881,188,83,1
5882,2127,60,0
5883,2269,90,1
5884,2245,80,1
5885,124,78,1
5886,2192,105,0
5887,2196,108,1
5888,2233,84,1
5889,73,75,0
5890,2155,80,1
5891,59,86,0
5892,2210,92,1
5893,190,81,1
5894,48,56,1
5895,1775,87,0
5896,198,108,0
5897,82,94,0
5898,2224,78,1
5899,2217,96,1
5900,2193,82,0
5901,123,96,0
5902,2191,108,1
5903,2198,93,0
5904,2211,78,1
5905,73,74,1
5906,2056,108,0
5907,170,98,0
5908,1710,87,0
5909,2184,91,1
5910,197,94,1
5911,2180,93,1
5912,2237,96,1
5913,2218,94,1
5914,2213,85,0
5915,2182,105,1
5916,2160,85,0
5917,1736,105,0
5918,2205,95,0
5919,2197,85,1
5920,172,98,1
5921,2249,95,0
5922,192,96,0
5923,28,59,1
5924,2164,79,1
5925,93,58,1
5926,2246,95,0
5927,2240,91,0
5928,2130,98,0
5929,2056,75,0
5930,48,67,1
5931,125,93,0
5932,2268,101,0
5933,178,97,0
5934,2128,91,0
5935,2232,81,0
5936,2226,106,1
5937,2251,96,0
5938,98,72,1
5939,161,98,0
5940,2126,92,1
5941,2171,56,0
5942,70,65,1
5943,72,70,1
5944,2157,106,1
5945,2237,64,0
5946,187,79,0
